"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.644,0.684,0,0.632,0.574,0.644
"2",2,0,0.612,0.646,0,0.584,0.508,0.61
"3",3,0,0.614,0.654,0,0.586,0.552,0.614
"4",4,0,0.67,0.704,0,0.652,0.61,0.67
"5",5,0,0.65,0.666,0,0.624,0.57,0.648
"6",6,0,0.652,0.672,0,0.622,0.552,0.652
"7",7,0,0.682,0.7,0,0.656,0.604,0.682
"8",8,0,0.594,0.61,0,0.576,0.488,0.594
"9",9,0,0.616,0.654,0,0.618,0.558,0.616
"10",10,0,0.644,0.66,0,0.622,0.562,0.644
"11",11,0,0.634,0.668,0,0.606,0.548,0.638
"12",12,0,0.622,0.656,0,0.61,0.548,0.622
"13",13,0,0.582,0.62,0,0.552,0.52,0.582
"14",14,0,0.658,0.68,0,0.632,0.556,0.66
"15",15,0,0.628,0.66,0,0.61,0.552,0.628
"16",16,0,0.636,0.678,0,0.628,0.568,0.638
"17",17,0,0.638,0.66,0,0.614,0.56,0.638
"18",18,0,0.634,0.642,0,0.59,0.536,0.634
"19",19,0,0.604,0.64,0,0.606,0.53,0.604
"20",20,0,0.632,0.664,0,0.598,0.536,0.632
"21",21,0,0.634,0.662,0,0.612,0.532,0.636
"22",22,0,0.6,0.646,0,0.586,0.52,0.6
"23",23,0,0.638,0.678,0,0.614,0.558,0.638
"24",24,0,0.674,0.71,0,0.65,0.594,0.674
"25",25,0,0.61,0.654,0,0.598,0.532,0.612
"26",26,0,0.646,0.672,0,0.624,0.562,0.648
"27",27,0,0.634,0.674,0,0.606,0.554,0.634
"28",28,0,0.668,0.688,0,0.632,0.578,0.668
"29",29,0,0.662,0.692,0,0.64,0.586,0.66
"30",30,0,0.6,0.634,0,0.57,0.51,0.6
"31",31,0,0.636,0.67,0,0.602,0.548,0.636
"32",32,0,0.672,0.698,0,0.658,0.596,0.672
"33",33,0,0.65,0.66,0,0.63,0.566,0.65
"34",34,0,0.634,0.664,0,0.61,0.548,0.634
"35",35,0,0.61,0.634,0,0.58,0.53,0.61
"36",36,0,0.696,0.722,0,0.674,0.636,0.696
"37",37,0,0.64,0.678,0,0.626,0.556,0.64
"38",38,0,0.636,0.66,0,0.608,0.558,0.636
"39",39,0,0.6,0.646,0,0.584,0.538,0.6
"40",40,0,0.69,0.702,0,0.666,0.59,0.69
"41",41,0,0.662,0.69,0,0.63,0.566,0.662
"42",42,0,0.602,0.64,0,0.576,0.524,0.602
"43",43,0,0.654,0.67,0,0.612,0.562,0.654
"44",44,0,0.634,0.66,0,0.63,0.558,0.634
"45",45,0,0.686,0.718,0,0.678,0.612,0.686
"46",46,0,0.632,0.656,0,0.602,0.546,0.632
"47",47,0,0.632,0.666,0,0.614,0.55,0.632
"48",48,0,0.62,0.656,0,0.61,0.544,0.624
"49",49,0,0.62,0.65,0,0.594,0.522,0.618
"50",50,0,0.624,0.646,0,0.606,0.562,0.624
