"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.63684,0.089571868738607
"2","2D_NPMLE",0.66628,0.0924059778463245
"3","Welch",0.6148,0.0849335342662915
"4","B_F",0.5554,0.0333773208186164
"5","Pooled_t",0.63704,0.0899130357530705
