"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.736
"2",2,0,0,0,0,0,0,0,0.684
"3",3,0,0,0,0,0,0,0,0.668
"4",4,0,0,0,0,0,0,0,0.71
"5",5,0,0,0,0,0,0,0,0.662
"6",6,0,0,0,0,0,0,0,0.71
"7",7,0,0,0,0,0,0,0,0.628
"8",8,0,0,0,0,0,0,0,0.656
"9",9,0,0,0,0,0,0,0,0.706
"10",10,0,0,0,0,0,0,0,0.646
"11",11,0,0,0,0,0,0,0,0.686
"12",12,0,0,0,0,0,0,0,0.678
"13",13,0,0,0,0,0,0,0,0.682
"14",14,0,0,0,0,0,0,0,0.656
"15",15,0,0,0,0,0,0,0,0.634
"16",16,0,0,0,0,0,0,0,0.646
"17",17,0,0,0,0,0,0,0,0.726
"18",18,0,0,0,0,0,0,0,0.66
"19",19,0,0,0,0,0,0,0,0.634
"20",20,0,0,0,0,0,0,0,0.68
"21",21,0,0,0,0,0,0,0,0.678
"22",22,0,0,0,0,0,0,0,0.686
"23",23,0,0,0,0,0,0,0,0.682
"24",24,0,0,0,0,0,0,0,0.664
"25",25,0,0,0,0,0,0,0,0.666
"26",26,0,0,0,0,0,0,0,0.654
"27",27,0,0,0,0,0,0,0,0.692
"28",28,0,0,0,0,0,0,0,0.672
"29",29,0,0,0,0,0,0,0,0.688
"30",30,0,0,0,0,0,0,0,0.714
"31",31,0,0,0,0,0,0,0,0.742
"32",32,0,0,0,0,0,0,0,0.676
"33",33,0,0,0,0,0,0,0,0.662
"34",34,0,0,0,0,0,0,0,0.698
"35",35,0,0,0,0,0,0,0,0.694
"36",36,0,0,0,0,0,0,0,0.652
"37",37,0,0,0,0,0,0,0,0.676
"38",38,0,0,0,0,0,0,0,0.674
"39",39,0,0,0,0,0,0,0,0.718
"40",40,0,0,0,0,0,0,0,0.684
"41",41,0,0,0,0,0,0,0,0.658
"42",42,0,0,0,0,0,0,0,0.698
"43",43,0,0,0,0,0,0,0,0.662
"44",44,0,0,0,0,0,0,0,0.692
"45",45,0,0,0,0,0,0,0,0.642
"46",46,0,0,0,0,0,0,0,0.692
"47",47,0,0,0,0,0,0,0,0.682
"48",48,0,0,0,0,0,0,0,0.648
"49",49,0,0,0,0,0,0,0,0.718
"50",50,0,0,0,0,0,0,0,0.71
