"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.121761658031088
"2",2,0,0,0,0,0,0,0,0,0.0889487870619946
"3",3,0,0,0,0,0,0,0,0,0.0923482849604222
"4",4,0,0,0,0,0,0,0,0,0.101827676240209
"5",5,0,0,0,0,0,0,0,0,0.116094986807388
"6",6,0,0,0,0,0,0,0,0,0.110817941952507
"7",7,0,0,0,0,0,0,0,0,0.109042553191489
"8",8,0,0,0,0,0,0,0,0,0.116580310880829
"9",9,0,0,0,0,0,0,0,0,0.109785202863962
"10",10,0,0,0,0,0,0,0,0,0.116279069767442
"11",11,0,0,0,0,0,0,0,0,0.106849315068493
"12",12,0,0,0,0,0,0,0,0,0.152671755725191
"13",13,0,0,0,0,0,0,0,0,0.0894736842105263
"14",14,0,0,0,0,0,0,0,0,0.116883116883117
"15",15,0,0,0,0,0,0,0,0,0.110817941952507
"16",16,0,0,0,0,0,0,0,0,0.146401985111663
"17",17,0,0,0,0,0,0,0,0,0.145363408521303
"18",18,0,0,0,0,0,0,0,0,0.103723404255319
"19",19,0,0,0,0,0,0,0,0,0.121654501216545
"20",20,0,0,0,0,0,0,0,0,0.115384615384615
"21",21,0,0,0,0,0,0,0,0,0.120772946859903
"22",22,0,0,0,0,0,0,0,0,0.1
"23",23,0,0,0,0,0,0,0,0,0.101036269430052
"24",24,0,0,0,0,0,0,0,0,0.130769230769231
"25",25,0,0,0,0,0,0,0,0,0.13262599469496
"26",26,0,0,0,0,0,0,0,0,0.112600536193029
"27",27,0,0,0,0,0,0,0,0,0.0986666666666667
"28",28,0,0,0,0,0,0,0,0,0.114503816793893
"29",29,0,0,0,0,0,0,0,0,0.10077519379845
"30",30,0,0,0,0,0,0,0,0,0.0948717948717949
"31",31,0,0,0,0,0,0,0,0,0.0779944289693593
"32",32,0,0,0,0,0,0,0,0,0.0808625336927224
"33",33,0,0,0,0,0,0,0,0,0.127272727272727
"34",34,0,0,0,0,0,0,0,0,0.103092783505155
"35",35,0,0,0,0,0,0,0,0,0.151282051282051
"36",36,0,0,0,0,0,0,0,0,0.133159268929504
"37",37,0,0,0,0,0,0,0,0,0.109625668449198
"38",38,0,0,0,0,0,0,0,0,0.140142517814727
"39",39,0,0,0,0,0,0,0,0,0.0966850828729282
"40",40,0,0,0,0,0,0,0,0,0.124050632911392
"41",41,0,0,0,0,0,0,0,0,0.119047619047619
"42",42,0,0,0,0,0,0,0,0,0.111979166666667
"43",43,0,0,0,0,0,0,0,0,0.118811881188119
"44",44,0,0,0,0,0,0,0,0,0.110539845758355
"45",45,0,0,0,0,0,0,0,0,0.105
"46",46,0,0,0,0,0,0,0,0,0.0968586387434555
"47",47,0,0,0,0,0,0,0,0,0.128329297820823
"48",48,0,0,0,0,0,0,0,0,0.12039312039312
"49",49,0,0,0,0,0,0,0,0,0.109919571045576
"50",50,0,0,0,0,0,0,0,0,0.114285714285714
