"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.11744966442953
"2",2,0,0,0,0,0,0,0,0.0761904761904762
"3",3,0,0,0,0,0,0,0,0.0980392156862745
"4",4,0,0,0,0,0,0,0,0.092948717948718
"5",5,0,0,0,0,0,0,0,0.0912052117263844
"6",6,0,0,0,0,0,0,0,0.0914634146341463
"7",7,0,0,0,0,0,0,0,0.09
"8",8,0,0,0,0,0,0,0,0.099009900990099
"9",9,0,0,0,0,0,0,0,0.153392330383481
"10",10,0,0,0,0,0,0,0,0.143283582089552
"11",11,0,0,0,0,0,0,0,0.106451612903226
"12",12,0,0,0,0,0,0,0,0.133540372670807
"13",13,0,0,0,0,0,0,0,0.125
"14",14,0,0,0,0,0,0,0,0.0714285714285714
"15",15,0,0,0,0,0,0,0,0.0687285223367698
"16",16,0,0,0,0,0,0,0,0.128289473684211
"17",17,0,0,0,0,0,0,0,0.0838926174496644
"18",18,0,0,0,0,0,0,0,0.122641509433962
"19",19,0,0,0,0,0,0,0,0.127659574468085
"20",20,0,0,0,0,0,0,0,0.0986394557823129
"21",21,0,0,0,0,0,0,0,0.0811808118081181
"22",22,0,0,0,0,0,0,0,0.0946372239747634
"23",23,0,0,0,0,0,0,0,0.120521172638436
"24",24,0,0,0,0,0,0,0,0.113372093023256
"25",25,0,0,0,0,0,0,0,0.0841750841750842
"26",26,0,0,0,0,0,0,0,0.095679012345679
"27",27,0,0,0,0,0,0,0,0.0993377483443709
"28",28,0,0,0,0,0,0,0,0.109375
"29",29,0,0,0,0,0,0,0,0.0756578947368421
"30",30,0,0,0,0,0,0,0,0.0515463917525773
"31",31,0,0,0,0,0,0,0,0.0897832817337461
"32",32,0,0,0,0,0,0,0,0.113496932515337
"33",33,0,0,0,0,0,0,0,0.0564784053156146
"34",34,0,0,0,0,0,0,0,0.117263843648208
"35",35,0,0,0,0,0,0,0,0.104234527687296
"36",36,0,0,0,0,0,0,0,0.137426900584795
"37",37,0,0,0,0,0,0,0,0.0993377483443709
"38",38,0,0,0,0,0,0,0,0.0819672131147541
"39",39,0,0,0,0,0,0,0,0.0859872611464968
"40",40,0,0,0,0,0,0,0,0.0879478827361563
"41",41,0,0,0,0,0,0,0,0.111801242236025
"42",42,0,0,0,0,0,0,0,0.106583072100313
"43",43,0,0,0,0,0,0,0,0.0955414012738854
"44",44,0,0,0,0,0,0,0,0.0912052117263844
"45",45,0,0,0,0,0,0,0,0.071875
"46",46,0,0,0,0,0,0,0,0.104234527687296
"47",47,0,0,0,0,0,0,0,0.0825082508250825
"48",48,0,0,0,0,0,0,0,0.112956810631229
"49",49,0,0,0,0,0,0,0,0.105919003115265
"50",50,0,0,0,0,0,0,0,0.0877742946708464
