"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.4378,0.0941158606036036
"2","2D_NPMLE",0.54712,0.0849430117783555
"3","Welch",0.29388,0.108500310432027
"4","B_F",6e-04,0
"5","t_test",0.43968,0.0952010204915798
