"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.526
"2",2,0,0,0,0,0,0,0,0.582
"3",3,0,0,0,0,0,0,0,0.552
"4",4,0,0,0,0,0,0,0,0.566
"5",5,0,0,0,0,0,0,0,0.558
"6",6,0,0,0,0,0,0,0,0.596
"7",7,0,0,0,0,0,0,0,0.546
"8",8,0,0,0,0,0,0,0,0.546
"9",9,0,0,0,0,0,0,0,0.574
"10",10,0,0,0,0,0,0,0,0.574
"11",11,0,0,0,0,0,0,0,0.554
"12",12,0,0,0,0,0,0,0,0.558
"13",13,0,0,0,0,0,0,0,0.574
"14",14,0,0,0,0,0,0,0,0.572
"15",15,0,0,0,0,0,0,0,0.542
"16",16,0,0,0,0,0,0,0,0.53
"17",17,0,0,0,0,0,0,0,0.546
"18",18,0,0,0,0,0,0,0,0.558
"19",19,0,0,0,0,0,0,0,0.574
"20",20,0,0,0,0,0,0,0,0.53
"21",21,0,0,0,0,0,0,0,0.498
"22",22,0,0,0,0,0,0,0,0.574
"23",23,0,0,0,0,0,0,0,0.54
"24",24,0,0,0,0,0,0,0,0.61
"25",25,0,0,0,0,0,0,0,0.544
"26",26,0,0,0,0,0,0,0,0.586
"27",27,0,0,0,0,0,0,0,0.544
"28",28,0,0,0,0,0,0,0,0.57
"29",29,0,0,0,0,0,0,0,0.562
"30",30,0,0,0,0,0,0,0,0.552
"31",31,0,0,0,0,0,0,0,0.588
"32",32,0,0,0,0,0,0,0,0.578
"33",33,0,0,0,0,0,0,0,0.568
"34",34,0,0,0,0,0,0,0,0.542
"35",35,0,0,0,0,0,0,0,0.55
"36",36,0,0,0,0,0,0,0,0.59
"37",37,0,0,0,0,0,0,0,0.544
"38",38,0,0,0,0,0,0,0,0.56
"39",39,0,0,0,0,0,0,0,0.574
"40",40,0,0,0,0,0,0,0,0.56
"41",41,0,0,0,0,0,0,0,0.572
"42",42,0,0,0,0,0,0,0,0.57
"43",43,0,0,0,0,0,0,0,0.568
"44",44,0,0,0,0,0,0,0,0.558
"45",45,0,0,0,0,0,0,0,0.594
"46",46,0,0,0,0,0,0,0,0.55
"47",47,0,0,0,0,0,0,0,0.556
"48",48,0,0,0,0,0,0,0,0.534
"49",49,0,0,0,0,0,0,0,0.574
"50",50,0,0,0,0,0,0,0,0.582
