"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.0825082508250825
"2",2,0,0,0,0,0,0,0,0,0.0853242320819113
"3",3,0,0,0,0,0,0,0,0,0.0934256055363322
"4",4,0,0,0,0,0,0,0,0,0.0784313725490196
"5",5,0,0,0,0,0,0,0,0,0.10472972972973
"6",6,0,0,0,0,0,0,0,0,0.122257053291536
"7",7,0,0,0,0,0,0,0,0,0.0782918149466192
"8",8,0,0,0,0,0,0,0,0,0.0963855421686747
"9",9,0,0,0,0,0,0,0,0,0.0646258503401361
"10",10,0,0,0,0,0,0,0,0,0.119205298013245
"11",11,0,0,0,0,0,0,0,0,0.0900621118012422
"12",12,0,0,0,0,0,0,0,0,0.0766773162939297
"13",13,0,0,0,0,0,0,0,0,0.0759493670886076
"14",14,0,0,0,0,0,0,0,0,0.0711974110032362
"15",15,0,0,0,0,0,0,0,0,0.108303249097473
"16",16,0,0,0,0,0,0,0,0,0.0884353741496599
"17",17,0,0,0,0,0,0,0,0,0.0754098360655738
"18",18,0,0,0,0,0,0,0,0,0.100649350649351
"19",19,0,0,0,0,0,0,0,0,0.0849673202614379
"20",20,0,0,0,0,0,0,0,0,0.0989761092150171
"21",21,0,0,0,0,0,0,0,0,0.0815602836879433
"22",22,0,0,0,0,0,0,0,0,0.107692307692308
"23",23,0,0,0,0,0,0,0,0,0.111111111111111
"24",24,0,0,0,0,0,0,0,0,0.0953947368421053
"25",25,0,0,0,0,0,0,0,0,0.0696864111498258
"26",26,0,0,0,0,0,0,0,0,0.0716612377850163
"27",27,0,0,0,0,0,0,0,0,0.0860927152317881
"28",28,0,0,0,0,0,0,0,0,0.0764331210191083
"29",29,0,0,0,0,0,0,0,0,0.0569395017793594
"30",30,0,0,0,0,0,0,0,0,0.0766773162939297
"31",31,0,0,0,0,0,0,0,0,0.0933734939759036
"32",32,0,0,0,0,0,0,0,0,0.106896551724138
"33",33,0,0,0,0,0,0,0,0,0.0709219858156028
"34",34,0,0,0,0,0,0,0,0,0.109422492401216
"35",35,0,0,0,0,0,0,0,0,0.0652920962199313
"36",36,0,0,0,0,0,0,0,0,0.106451612903226
"37",37,0,0,0,0,0,0,0,0,0.0931034482758621
"38",38,0,0,0,0,0,0,0,0,0.0786885245901639
"39",39,0,0,0,0,0,0,0,0,0.125
"40",40,0,0,0,0,0,0,0,0,0.124600638977636
"41",41,0,0,0,0,0,0,0,0,0.0732484076433121
"42",42,0,0,0,0,0,0,0,0,0.0696864111498258
"43",43,0,0,0,0,0,0,0,0,0.096969696969697
"44",44,0,0,0,0,0,0,0,0,0.0625
"45",45,0,0,0,0,0,0,0,0,0.0993150684931507
"46",46,0,0,0,0,0,0,0,0,0.0702875399361022
"47",47,0,0,0,0,0,0,0,0,0.0702341137123746
"48",48,0,0,0,0,0,0,0,0,0.0716723549488055
"49",49,0,0,0,0,0,0,0,0,0.0977198697068404
"50",50,0,0,0,0,0,0,0,0,0.0875420875420875
