"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.498
"2",2,0,0,0,0,0,0,0,0,0.534
"3",3,0,0,0,0,0,0,0,0,0.51
"4",4,0,0,0,0,0,0,0,0,0.542
"5",5,0,0,0,0,0,0,0,0,0.5
"6",6,0,0,0,0,0,0,0,0,0.506
"7",7,0,0,0,0,0,0,0,0,0.496
"8",8,0,0,0,0,0,0,0,0,0.524
"9",9,0,0,0,0,0,0,0,0,0.536
"10",10,0,0,0,0,0,0,0,0,0.518
"11",11,0,0,0,0,0,0,0,0,0.5
"12",12,0,0,0,0,0,0,0,0,0.536
"13",13,0,0,0,0,0,0,0,0,0.488
"14",14,0,0,0,0,0,0,0,0,0.496
"15",15,0,0,0,0,0,0,0,0,0.532
"16",16,0,0,0,0,0,0,0,0,0.514
"17",17,0,0,0,0,0,0,0,0,0.514
"18",18,0,0,0,0,0,0,0,0,0.514
"19",19,0,0,0,0,0,0,0,0,0.53
"20",20,0,0,0,0,0,0,0,0,0.516
"21",21,0,0,0,0,0,0,0,0,0.52
"22",22,0,0,0,0,0,0,0,0,0.506
"23",23,0,0,0,0,0,0,0,0,0.492
"24",24,0,0,0,0,0,0,0,0,0.532
"25",25,0,0,0,0,0,0,0,0,0.49
"26",26,0,0,0,0,0,0,0,0,0.512
"27",27,0,0,0,0,0,0,0,0,0.536
"28",28,0,0,0,0,0,0,0,0,0.554
"29",29,0,0,0,0,0,0,0,0,0.51
"30",30,0,0,0,0,0,0,0,0,0.504
"31",31,0,0,0,0,0,0,0,0,0.516
"32",32,0,0,0,0,0,0,0,0,0.56
"33",33,0,0,0,0,0,0,0,0,0.5
"34",34,0,0,0,0,0,0,0,0,0.502
"35",35,0,0,0,0,0,0,0,0,0.528
"36",36,0,0,0,0,0,0,0,0,0.54
"37",37,0,0,0,0,0,0,0,0,0.472
"38",38,0,0,0,0,0,0,0,0,0.484
"39",39,0,0,0,0,0,0,0,0,0.486
"40",40,0,0,0,0,0,0,0,0,0.526
"41",41,0,0,0,0,0,0,0,0,0.52
"42",42,0,0,0,0,0,0,0,0,0.532
"43",43,0,0,0,0,0,0,0,0,0.536
"44",44,0,0,0,0,0,0,0,0,0.548
"45",45,0,0,0,0,0,0,0,0,0.528
"46",46,0,0,0,0,0,0,0,0,0.544
"47",47,0,0,0,0,0,0,0,0,0.488
"48",48,0,0,0,0,0,0,0,0,0.538
"49",49,0,0,0,0,0,0,0,0,0.544
"50",50,0,0,0,0,0,0,0,0,0.55
