"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.0811808118081181
"2",2,0,0,0,0,0,0,0,0,0.127450980392157
"3",3,0,0,0,0,0,0,0,0,0.102112676056338
"4",4,0,0,0,0,0,0,0,0,0.102649006622517
"5",5,0,0,0,0,0,0,0,0,0.0636704119850187
"6",6,0,0,0,0,0,0,0,0,0.062962962962963
"7",7,0,0,0,0,0,0,0,0,0.0606060606060606
"8",8,0,0,0,0,0,0,0,0,0.102739726027397
"9",9,0,0,0,0,0,0,0,0,0.0884353741496599
"10",10,0,0,0,0,0,0,0,0,0.0912280701754386
"11",11,0,0,0,0,0,0,0,0,0.0842490842490843
"12",12,0,0,0,0,0,0,0,0,0.103678929765886
"13",13,0,0,0,0,0,0,0,0,0.0895522388059701
"14",14,0,0,0,0,0,0,0,0,0.0915750915750916
"15",15,0,0,0,0,0,0,0,0,0.10738255033557
"16",16,0,0,0,0,0,0,0,0,0.0788530465949821
"17",17,0,0,0,0,0,0,0,0,0.0586080586080586
"18",18,0,0,0,0,0,0,0,0,0.113793103448276
"19",19,0,0,0,0,0,0,0,0,0.11371237458194
"20",20,0,0,0,0,0,0,0,0,0.0947368421052632
"21",21,0,0,0,0,0,0,0,0,0.0972222222222222
"22",22,0,0,0,0,0,0,0,0,0.0664206642066421
"23",23,0,0,0,0,0,0,0,0,0.0888888888888889
"24",24,0,0,0,0,0,0,0,0,0.0633802816901408
"25",25,0,0,0,0,0,0,0,0,0.0858208955223881
"26",26,0,0,0,0,0,0,0,0,0.0954063604240283
"27",27,0,0,0,0,0,0,0,0,0.109634551495017
"28",28,0,0,0,0,0,0,0,0,0.0673400673400673
"29",29,0,0,0,0,0,0,0,0,0.0827338129496403
"30",30,0,0,0,0,0,0,0,0,0.0802919708029197
"31",31,0,0,0,0,0,0,0,0,0.0851063829787234
"32",32,0,0,0,0,0,0,0,0,0.0572390572390572
"33",33,0,0,0,0,0,0,0,0,0.0942028985507246
"34",34,0,0,0,0,0,0,0,0,0.106761565836299
"35",35,0,0,0,0,0,0,0,0,0.108108108108108
"36",36,0,0,0,0,0,0,0,0,0.0721649484536082
"37",37,0,0,0,0,0,0,0,0,0.078125
"38",38,0,0,0,0,0,0,0,0,0.062015503875969
"39",39,0,0,0,0,0,0,0,0,0.0544747081712062
"40",40,0,0,0,0,0,0,0,0,0.0673758865248227
"41",41,0,0,0,0,0,0,0,0,0.0780141843971631
"42",42,0,0,0,0,0,0,0,0,0.110367892976589
"43",43,0,0,0,0,0,0,0,0,0.0884353741496599
"44",44,0,0,0,0,0,0,0,0,0.0648464163822526
"45",45,0,0,0,0,0,0,0,0,0.0769230769230769
"46",46,0,0,0,0,0,0,0,0,0.0748299319727891
"47",47,0,0,0,0,0,0,0,0,0.102941176470588
"48",48,0,0,0,0,0,0,0,0,0.112211221122112
"49",49,0,0,0,0,0,0,0,0,0.108196721311475
"50",50,0,0,0,0,0,0,0,0,0.124203821656051
