"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.30344,0.0844587401372488
"2","2D_NPMLE",0.51412,0.091861121402453
"3","Welch",0.163,0.0493537865363529
"4","B_F",4e-05,0
"5","t_test",0.30592,0.0868352015551986
