"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.1
"2",2,0,0,0,0,0,0,0,0.0996563573883162
"3",3,0,0,0,0,0,0,0,0.0827814569536424
"4",4,0,0,0,0,0,0,0,0.12258064516129
"5",5,0,0,0,0,0,0,0,0.0738007380073801
"6",6,0,0,0,0,0,0,0,0.101351351351351
"7",7,0,0,0,0,0,0,0,0.0965732087227414
"8",8,0,0,0,0,0,0,0,0.0928571428571429
"9",9,0,0,0,0,0,0,0,0.101010101010101
"10",10,0,0,0,0,0,0,0,0.0918367346938776
"11",11,0,0,0,0,0,0,0,0.0676156583629893
"12",12,0,0,0,0,0,0,0,0.111475409836066
"13",13,0,0,0,0,0,0,0,0.135313531353135
"14",14,0,0,0,0,0,0,0,0.10431654676259
"15",15,0,0,0,0,0,0,0,0.110738255033557
"16",16,0,0,0,0,0,0,0,0.13
"17",17,0,0,0,0,0,0,0,0.1280276816609
"18",18,0,0,0,0,0,0,0,0.0600706713780919
"19",19,0,0,0,0,0,0,0,0.0971786833855799
"20",20,0,0,0,0,0,0,0,0.103092783505155
"21",21,0,0,0,0,0,0,0,0.101045296167247
"22",22,0,0,0,0,0,0,0,0.109271523178808
"23",23,0,0,0,0,0,0,0,0.107913669064748
"24",24,0,0,0,0,0,0,0,0.0794223826714801
"25",25,0,0,0,0,0,0,0,0.116197183098592
"26",26,0,0,0,0,0,0,0,0.0986842105263158
"27",27,0,0,0,0,0,0,0,0.087248322147651
"28",28,0,0,0,0,0,0,0,0.1375
"29",29,0,0,0,0,0,0,0,0.101351351351351
"30",30,0,0,0,0,0,0,0,0.0855018587360595
"31",31,0,0,0,0,0,0,0,0.0836236933797909
"32",32,0,0,0,0,0,0,0,0.113924050632911
"33",33,0,0,0,0,0,0,0,0.128472222222222
"34",34,0,0,0,0,0,0,0,0.116838487972509
"35",35,0,0,0,0,0,0,0,0.123674911660777
"36",36,0,0,0,0,0,0,0,0.112956810631229
"37",37,0,0,0,0,0,0,0,0.0679611650485437
"38",38,0,0,0,0,0,0,0,0.0940766550522648
"39",39,0,0,0,0,0,0,0,0.106896551724138
"40",40,0,0,0,0,0,0,0,0.102310231023102
"41",41,0,0,0,0,0,0,0,0.076158940397351
"42",42,0,0,0,0,0,0,0,0.102941176470588
"43",43,0,0,0,0,0,0,0,0.103202846975089
"44",44,0,0,0,0,0,0,0,0.118243243243243
"45",45,0,0,0,0,0,0,0,0.111913357400722
"46",46,0,0,0,0,0,0,0,0.0880503144654088
"47",47,0,0,0,0,0,0,0,0.0650684931506849
"48",48,0,0,0,0,0,0,0,0.112179487179487
"49",49,0,0,0,0,0,0,0,0.112244897959184
"50",50,0,0,0,0,0,0,0,0.0960264900662252
