"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.109859154929577
"2",2,0,0,0,0,0,0,0,0,0.0911854103343465
"3",3,0,0,0,0,0,0,0,0,0.0828025477707006
"4",4,0,0,0,0,0,0,0,0,0.0754716981132075
"5",5,0,0,0,0,0,0,0,0,0.0822784810126582
"6",6,0,0,0,0,0,0,0,0,0.0863095238095238
"7",7,0,0,0,0,0,0,0,0,0.0808383233532934
"8",8,0,0,0,0,0,0,0,0,0.0843373493975904
"9",9,0,0,0,0,0,0,0,0,0.0895522388059701
"10",10,0,0,0,0,0,0,0,0,0.0745762711864407
"11",11,0,0,0,0,0,0,0,0,0.0854430379746835
"12",12,0,0,0,0,0,0,0,0,0.104615384615385
"13",13,0,0,0,0,0,0,0,0,0.0812720848056537
"14",14,0,0,0,0,0,0,0,0,0.0946372239747634
"15",15,0,0,0,0,0,0,0,0,0.10632183908046
"16",16,0,0,0,0,0,0,0,0,0.111111111111111
"17",17,0,0,0,0,0,0,0,0,0.102803738317757
"18",18,0,0,0,0,0,0,0,0,0.0786163522012579
"19",19,0,0,0,0,0,0,0,0,0.0737463126843658
"20",20,0,0,0,0,0,0,0,0,0.0835654596100279
"21",21,0,0,0,0,0,0,0,0,0.102409638554217
"22",22,0,0,0,0,0,0,0,0,0.0785498489425982
"23",23,0,0,0,0,0,0,0,0,0.0643086816720257
"24",24,0,0,0,0,0,0,0,0,0.0784313725490196
"25",25,0,0,0,0,0,0,0,0,0.0952380952380952
"26",26,0,0,0,0,0,0,0,0,0.0835820895522388
"27",27,0,0,0,0,0,0,0,0,0.0840840840840841
"28",28,0,0,0,0,0,0,0,0,0.123076923076923
"29",29,0,0,0,0,0,0,0,0,0.11377245508982
"30",30,0,0,0,0,0,0,0,0,0.100946372239748
"31",31,0,0,0,0,0,0,0,0,0.0748502994011976
"32",32,0,0,0,0,0,0,0,0,0.0991253644314869
"33",33,0,0,0,0,0,0,0,0,0.0972644376899696
"34",34,0,0,0,0,0,0,0,0,0.0790273556231003
"35",35,0,0,0,0,0,0,0,0,0.109034267912773
"36",36,0,0,0,0,0,0,0,0,0.0757097791798107
"37",37,0,0,0,0,0,0,0,0,0.120689655172414
"38",38,0,0,0,0,0,0,0,0,0.0837988826815642
"39",39,0,0,0,0,0,0,0,0,0.0838323353293413
"40",40,0,0,0,0,0,0,0,0,0.116129032258065
"41",41,0,0,0,0,0,0,0,0,0.079646017699115
"42",42,0,0,0,0,0,0,0,0,0.0680473372781065
"43",43,0,0,0,0,0,0,0,0,0.0760233918128655
"44",44,0,0,0,0,0,0,0,0,0.073943661971831
"45",45,0,0,0,0,0,0,0,0,0.0841121495327103
"46",46,0,0,0,0,0,0,0,0,0.0875706214689266
"47",47,0,0,0,0,0,0,0,0,0.112582781456954
"48",48,0,0,0,0,0,0,0,0,0.0695364238410596
"49",49,0,0,0,0,0,0,0,0,0.0917721518987342
"50",50,0,0,0,0,0,0,0,0,0.0822784810126582
