"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.632
"2",2,0,0,0,0,0,0,0,0,0.598
"3",3,0,0,0,0,0,0,0,0,0.576
"4",4,0,0,0,0,0,0,0,0,0.588
"5",5,0,0,0,0,0,0,0,0,0.58
"6",6,0,0,0,0,0,0,0,0,0.614
"7",7,0,0,0,0,0,0,0,0,0.614
"8",8,0,0,0,0,0,0,0,0,0.608
"9",9,0,0,0,0,0,0,0,0,0.61
"10",10,0,0,0,0,0,0,0,0,0.546
"11",11,0,0,0,0,0,0,0,0,0.578
"12",12,0,0,0,0,0,0,0,0,0.582
"13",13,0,0,0,0,0,0,0,0,0.52
"14",14,0,0,0,0,0,0,0,0,0.574
"15",15,0,0,0,0,0,0,0,0,0.622
"16",16,0,0,0,0,0,0,0,0,0.576
"17",17,0,0,0,0,0,0,0,0,0.576
"18",18,0,0,0,0,0,0,0,0,0.586
"19",19,0,0,0,0,0,0,0,0,0.628
"20",20,0,0,0,0,0,0,0,0,0.658
"21",21,0,0,0,0,0,0,0,0,0.596
"22",22,0,0,0,0,0,0,0,0,0.61
"23",23,0,0,0,0,0,0,0,0,0.582
"24",24,0,0,0,0,0,0,0,0,0.564
"25",25,0,0,0,0,0,0,0,0,0.608
"26",26,0,0,0,0,0,0,0,0,0.614
"27",27,0,0,0,0,0,0,0,0,0.61
"28",28,0,0,0,0,0,0,0,0,0.57
"29",29,0,0,0,0,0,0,0,0,0.592
"30",30,0,0,0,0,0,0,0,0,0.57
"31",31,0,0,0,0,0,0,0,0,0.618
"32",32,0,0,0,0,0,0,0,0,0.618
"33",33,0,0,0,0,0,0,0,0,0.594
"34",34,0,0,0,0,0,0,0,0,0.606
"35",35,0,0,0,0,0,0,0,0,0.572
"36",36,0,0,0,0,0,0,0,0,0.586
"37",37,0,0,0,0,0,0,0,0,0.612
"38",38,0,0,0,0,0,0,0,0,0.656
"39",39,0,0,0,0,0,0,0,0,0.612
"40",40,0,0,0,0,0,0,0,0,0.548
"41",41,0,0,0,0,0,0,0,0,0.624
"42",42,0,0,0,0,0,0,0,0,0.63
"43",43,0,0,0,0,0,0,0,0,0.632
"44",44,0,0,0,0,0,0,0,0,0.526
"45",45,0,0,0,0,0,0,0,0,0.588
"46",46,0,0,0,0,0,0,0,0,0.646
"47",47,0,0,0,0,0,0,0,0,0.536
"48",48,0,0,0,0,0,0,0,0,0.562
"49",49,0,0,0,0,0,0,0,0,0.574
"50",50,0,0,0,0,0,0,0,0,0.58
