"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.694
"2",2,0,0,0,0,0,0,0,0.746
"3",3,0,0,0,0,0,0,0,0.688
"4",4,0,0,0,0,0,0,0,0.716
"5",5,0,0,0,0,0,0,0,0.722
"6",6,0,0,0,0,0,0,0,0.708
"7",7,0,0,0,0,0,0,0,0.696
"8",8,0,0,0,0,0,0,0,0.696
"9",9,0,0,0,0,0,0,0,0.684
"10",10,0,0,0,0,0,0,0,0.742
"11",11,0,0,0,0,0,0,0,0.73
"12",12,0,0,0,0,0,0,0,0.732
"13",13,0,0,0,0,0,0,0,0.738
"14",14,0,0,0,0,0,0,0,0.7
"15",15,0,0,0,0,0,0,0,0.748
"16",16,0,0,0,0,0,0,0,0.712
"17",17,0,0,0,0,0,0,0,0.712
"18",18,0,0,0,0,0,0,0,0.704
"19",19,0,0,0,0,0,0,0,0.736
"20",20,0,0,0,0,0,0,0,0.694
"21",21,0,0,0,0,0,0,0,0.712
"22",22,0,0,0,0,0,0,0,0.682
"23",23,0,0,0,0,0,0,0,0.738
"24",24,0,0,0,0,0,0,0,0.73
"25",25,0,0,0,0,0,0,0,0.724
"26",26,0,0,0,0,0,0,0,0.68
"27",27,0,0,0,0,0,0,0,0.754
"28",28,0,0,0,0,0,0,0,0.738
"29",29,0,0,0,0,0,0,0,0.718
"30",30,0,0,0,0,0,0,0,0.71
"31",31,0,0,0,0,0,0,0,0.692
"32",32,0,0,0,0,0,0,0,0.694
"33",33,0,0,0,0,0,0,0,0.728
"34",34,0,0,0,0,0,0,0,0
"35",35,0,0,0,0,0,0,0,0.74
"36",36,0,0,0,0,0,0,0,0.704
"37",37,0,0,0,0,0,0,0,0.7
"38",38,0,0,0,0,0,0,0,0.748
"39",39,0,0,0,0,0,0,0,0.71
"40",40,0,0,0,0,0,0,0,0.712
"41",41,0,0,0,0,0,0,0,0.68
"42",42,0,0,0,0,0,0,0,0.704
"43",43,0,0,0,0,0,0,0,0.692
"44",44,0,0,0,0,0,0,0,0.686
"45",45,0,0,0,0,0,0,0,0.708
"46",46,0,0,0,0,0,0,0,0.756
"47",47,0,0,0,0,0,0,0,0.796
"48",48,0,0,0,0,0,0,0,0.74
"49",49,0,0,0,0,0,0,0,0.73
"50",50,0,0,0,0,0,0,0,0.71
