"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.175054704595186
"2",2,0,0,0,0,0,0,0,0,0.221294363256785
"3",3,0,0,0,0,0,0,0,0,0.242971887550201
"4",4,0,0,0,0,0,0,0,0,0.23125
"5",5,0,0,0,0,0,0,0,0,0.211934156378601
"6",6,0,0,0,0,0,0,0,0,0.191358024691358
"7",7,0,0,0,0,0,0,0,0,0.223819301848049
"8",8,0,0,0,0,0,0,0,0,0.19661733615222
"9",9,0,0,0,0,0,0,0,0,0.216842105263158
"10",10,0,0,0,0,0,0,0,0,0.236363636363636
"11",11,0,0,0,0,0,0,0,0,0.217672413793103
"12",12,0,0,0,0,0,0,0,0,0.202173913043478
"13",13,0,0,0,0,0,0,0,0,0.192872117400419
"14",14,0,0,0,0,0,0,0,0,0.236401673640167
"15",15,0,0,0,0,0,0,0,0,0.212809917355372
"16",16,0,0,0,0,0,0,0,0,0.215885947046843
"17",17,0,0,0,0,0,0,0,0,0.210869565217391
"18",18,0,0,0,0,0,0,0,0,0.238493723849372
"19",19,0,0,0,0,0,0,0,0,0.200417536534447
"20",20,0,0,0,0,0,0,0,0,0.210191082802548
"21",21,0,0,0,0,0,0,0,0,0.250505050505051
"22",22,0,0,0,0,0,0,0,0,0.242857142857143
"23",23,0,0,0,0,0,0,0,0,0.245472837022133
"24",24,0,0,0,0,0,0,0,0,0.232067510548523
"25",25,0,0,0,0,0,0,0,0,0.208247422680412
"26",26,0,0,0,0,0,0,0,0,0.214876033057851
"27",27,0,0,0,0,0,0,0,0,0.192224622030238
"28",28,0,0,0,0,0,0,0,0,0.211991434689507
"29",29,0,0,0,0,0,0,0,0,0.220556745182013
"30",30,0,0,0,0,0,0,0,0,0.231884057971014
"31",31,0,0,0,0,0,0,0,0,0.25050916496945
"32",32,0,0,0,0,0,0,0,0,0.190677966101695
"33",33,0,0,0,0,0,0,0,0,0.250493096646943
"34",34,0,0,0,0,0,0,0,0,0.242424242424242
"35",35,0,0,0,0,0,0,0,0,0.224358974358974
"36",36,0,0,0,0,0,0,0,0,0.224576271186441
"37",37,0,0,0,0,0,0,0,0,0.206971677559913
"38",38,0,0,0,0,0,0,0,0,0.222222222222222
"39",39,0,0,0,0,0,0,0,0,0.207900207900208
"40",40,0,0,0,0,0,0,0,0,0.219959266802444
"41",41,0,0,0,0,0,0,0,0,0.216842105263158
"42",42,0,0,0,0,0,0,0,0,0.265346534653465
"43",43,0,0,0,0,0,0,0,0,0.215189873417722
"44",44,0,0,0,0,0,0,0,0,0.219461697722567
"45",45,0,0,0,0,0,0,0,0,0.24031007751938
"46",46,0,0,0,0,0,0,0,0,0.226530612244898
"47",47,0,0,0,0,0,0,0,0,0.222457627118644
"48",48,0,0,0,0,0,0,0,0,0.20479302832244
"49",49,0,0,0,0,0,0,0,0,0.19672131147541
"50",50,0,0,0,0,0,0,0,0,0.227450980392157
