"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.512,0.592,0,0.45,0.22,0.512
"2",2,0,0.552,0.63,0,0.5,0.224,0.552
"3",3,0,0.502,0.534,0,0.446,0.208,0.5
"4",4,0,0.492,0.588,0,0.462,0.238,0.492
"5",5,0,0.518,0.6,0,0.438,0.204,0.518
"6",6,0,0.514,0.59,0,0.438,0.172,0.514
"7",7,0,0.528,0.596,0,0.498,0.288,0.524
"8",8,0,0.5,0.564,0,0.434,0.212,0.494
"9",9,0,0.518,0.59,0,0.466,0.264,0.518
"10",10,0,0.484,0.576,0,0.436,0.214,0.488
"11",11,0,0.516,0.588,0,0.45,0.226,0.516
"12",12,0,0.506,0.596,0,0.402,0.112,0.506
"13",13,0,0.516,0.592,0,0.454,0.202,0.516
"14",14,0,0.53,0.61,0,0.454,0.214,0.53
"15",15,0,0.544,0.624,0,0.466,0.184,0.546
"16",16,0,0.478,0.574,0,0.42,0.226,0.478
"17",17,0,0.488,0.59,0,0.424,0.142,0.492
"18",18,0,0.518,0.592,0,0.456,0.21,0.516
"19",19,0,0.494,0.608,0,0.426,0.224,0.494
"20",20,0,0.52,0.588,0,0.456,0.222,0.518
"21",21,0,0.522,0.602,0,0.472,0.24,0.524
"22",22,0,0.498,0.606,0,0.452,0.174,0.498
"23",23,0,0.528,0.6,0,0.444,0.204,0.53
"24",24,0,0.508,0.586,0,0.426,0.214,0.508
"25",25,0,0.512,0.616,0,0.484,0.29,0.512
"26",26,0,0.478,0.56,0,0.408,0.206,0.486
"27",27,0,0.514,0.558,0,0.458,0.182,0.514
"28",28,0,0.518,0.592,0,0.42,0.202,0.516
"29",29,0,0.476,0.566,0,0.42,0.186,0.478
"30",30,0,0.54,0.604,0,0.49,0.222,0.542
"31",31,0,0.512,0.604,0,0.434,0.184,0.518
"32",32,0,0.528,0.592,0,0.476,0.228,0.53
"33",33,0,0.498,0.56,0,0.412,0.182,0.498
"34",34,0,0.482,0.58,0,0.434,0.168,0.482
"35",35,0,0.534,0.624,0,0.456,0.21,0.532
"36",36,0,0.502,0.602,0,0.438,0.192,0.502
"37",37,0,0.51,0.592,0,0.45,0.222,0.514
"38",38,0,0.54,0.622,0,0.46,0.204,0.54
"39",39,0,0.496,0.572,0,0.434,0.196,0.496
"40",40,0,0.492,0.566,0,0.43,0.194,0.492
"41",41,0,0.566,0.62,0,0.54,0.298,0.562
"42",42,0,0.566,0.612,0,0.48,0.23,0.568
"43",43,0,0.492,0.584,0,0.43,0.154,0.498
"44",44,0,0.528,0.606,0,0.448,0.202,0.53
"45",45,0,0.452,0.546,0,0.394,0.174,0.452
"46",46,0,0.514,0.598,0,0.454,0.21,0.514
"47",47,0,0.548,0.638,0,0.496,0.214,0.548
"48",48,0,0.522,0.596,0,0.458,0.182,0.52
"49",49,0,0.556,0.606,0,0.526,0.264,0.556
"50",50,0,0.48,0.586,0,0.418,0.184,0.484
