"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.69
"2",2,0,0,0,0,0,0,0,0.74
"3",3,0,0,0,0,0,0,0,0.696
"4",4,0,0,0,0,0,0,0,0.692
"5",5,0,0,0,0,0,0,0,0.66
"6",6,0,0,0,0,0,0,0,0.692
"7",7,0,0,0,0,0,0,0,0.704
"8",8,0,0,0,0,0,0,0,0.69
"9",9,0,0,0,0,0,0,0,0.662
"10",10,0,0,0,0,0,0,0,0.7
"11",11,0,0,0,0,0,0,0,0.722
"12",12,0,0,0,0,0,0,0,0.714
"13",13,0,0,0,0,0,0,0,0.686
"14",14,0,0,0,0,0,0,0,0.678
"15",15,0,0,0,0,0,0,0,0.7
"16",16,0,0,0,0,0,0,0,0.686
"17",17,0,0,0,0,0,0,0,0.714
"18",18,0,0,0,0,0,0,0,0.712
"19",19,0,0,0,0,0,0,0,0.708
"20",20,0,0,0,0,0,0,0,0.704
"21",21,0,0,0,0,0,0,0,0.724
"22",22,0,0,0,0,0,0,0,0.68
"23",23,0,0,0,0,0,0,0,0.694
"24",24,0,0,0,0,0,0,0,0.718
"25",25,0,0,0,0,0,0,0,0.73
"26",26,0,0,0,0,0,0,0,0.708
"27",27,0,0,0,0,0,0,0,0.736
"28",28,0,0,0,0,0,0,0,0.744
"29",29,0,0,0,0,0,0,0,0.706
"30",30,0,0,0,0,0,0,0,0.702
"31",31,0,0,0,0,0,0,0,0.712
"32",32,0,0,0,0,0,0,0,0.712
"33",33,0,0,0,0,0,0,0,0.71
"34",34,0,0,0,0,0,0,0,0.716
"35",35,0,0,0,0,0,0,0,0.694
"36",36,0,0,0,0,0,0,0,0.708
"37",37,0,0,0,0,0,0,0,0.708
"38",38,0,0,0,0,0,0,0,0.724
"39",39,0,0,0,0,0,0,0,0.682
"40",40,0,0,0,0,0,0,0,0.768
"41",41,0,0,0,0,0,0,0,0.66
"42",42,0,0,0,0,0,0,0,0.734
"43",43,0,0,0,0,0,0,0,0.7
"44",44,0,0,0,0,0,0,0,0.724
"45",45,0,0,0,0,0,0,0,0.684
"46",46,0,0,0,0,0,0,0,0.698
"47",47,0,0,0,0,0,0,0,0.704
"48",48,0,0,0,0,0,0,0,0.728
"49",49,0,0,0,0,0,0,0,0.724
"50",50,0,0,0,0,0,0,0,0.69
