"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.108527131782946
"2",2,0,0,0,0,0,0,0,0.0975609756097561
"3",3,0,0,0,0,0,0,0,0.112244897959184
"4",4,0,0,0,0,0,0,0,0.103626943005181
"5",5,0,0,0,0,0,0,0,0.0909090909090909
"6",6,0,0,0,0,0,0,0,0.0648648648648649
"7",7,0,0,0,0,0,0,0,0.0951156812339332
"8",8,0,0,0,0,0,0,0,0.0750670241286863
"9",9,0,0,0,0,0,0,0,0.124338624338624
"10",10,0,0,0,0,0,0,0,0.0789473684210526
"11",11,0,0,0,0,0,0,0,0.101990049751244
"12",12,0,0,0,0,0,0,0,0.0775193798449612
"13",13,0,0,0,0,0,0,0,0.072972972972973
"14",14,0,0,0,0,0,0,0,0.103174603174603
"15",15,0,0,0,0,0,0,0,0.116161616161616
"16",16,0,0,0,0,0,0,0,0.115979381443299
"17",17,0,0,0,0,0,0,0,0.0751295336787565
"18",18,0,0,0,0,0,0,0,0.094147582697201
"19",19,0,0,0,0,0,0,0,0.115
"20",20,0,0,0,0,0,0,0,0.102040816326531
"21",21,0,0,0,0,0,0,0,0.0858585858585859
"22",22,0,0,0,0,0,0,0,0.0835579514824798
"23",23,0,0,0,0,0,0,0,0.089238845144357
"24",24,0,0,0,0,0,0,0,0.104738154613466
"25",25,0,0,0,0,0,0,0,0.0712468193384224
"26",26,0,0,0,0,0,0,0,0.0969387755102041
"27",27,0,0,0,0,0,0,0,0.108958837772397
"28",28,0,0,0,0,0,0,0,0.0510204081632653
"29",29,0,0,0,0,0,0,0,0.110831234256927
"30",30,0,0,0,0,0,0,0,0.0906735751295337
"31",31,0,0,0,0,0,0,0,0.0918367346938776
"32",32,0,0,0,0,0,0,0,0.0964467005076142
"33",33,0,0,0,0,0,0,0,0.0755208333333333
"34",34,0,0,0,0,0,0,0,0.102756892230576
"35",35,0,0,0,0,0,0,0,0.0795755968169761
"36",36,0,0,0,0,0,0,0,0.0757180156657963
"37",37,0,0,0,0,0,0,0,0.089974293059126
"38",38,0,0,0,0,0,0,0,0.0927318295739348
"39",39,0,0,0,0,0,0,0,0.0783783783783784
"40",40,0,0,0,0,0,0,0,0.0835322195704057
"41",41,0,0,0,0,0,0,0,0.108108108108108
"42",42,0,0,0,0,0,0,0,0.104878048780488
"43",43,0,0,0,0,0,0,0,0.0837696335078534
"44",44,0,0,0,0,0,0,0,0.0972568578553616
"45",45,0,0,0,0,0,0,0,0.0604395604395604
"46",46,0,0,0,0,0,0,0,0.0668449197860963
"47",47,0,0,0,0,0,0,0,0.0712401055408971
"48",48,0,0,0,0,0,0,0,0.0967741935483871
"49",49,0,0,0,0,0,0,0,0.0694087403598972
"50",50,0,0,0,0,0,0,0,0.0725806451612903
