"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.636
"2",2,0,0,0,0,0,0,0,0,0.69
"3",3,0,0,0,0,0,0,0,0,0.714
"4",4,0,0,0,0,0,0,0,0,0.7
"5",5,0,0,0,0,0,0,0,0,0.668
"6",6,0,0,0,0,0,0,0,0,0.698
"7",7,0,0,0,0,0,0,0,0,0.676
"8",8,0,0,0,0,0,0,0,0,0.714
"9",9,0,0,0,0,0,0,0,0,0.694
"10",10,0,0,0,0,0,0,0,0,0.7
"11",11,0,0,0,0,0,0,0,0,0.698
"12",12,0,0,0,0,0,0,0,0,0.682
"13",13,0,0,0,0,0,0,0,0,0.704
"14",14,0,0,0,0,0,0,0,0,0.704
"15",15,0,0,0,0,0,0,0,0,0.718
"16",16,0,0,0,0,0,0,0,0,0.694
"17",17,0,0,0,0,0,0,0,0,0.684
"18",18,0,0,0,0,0,0,0,0,0.73
"19",19,0,0,0,0,0,0,0,0,0.724
"20",20,0,0,0,0,0,0,0,0,0.706
"21",21,0,0,0,0,0,0,0,0,0.708
"22",22,0,0,0,0,0,0,0,0,0.74
"23",23,0,0,0,0,0,0,0,0,0.7
"24",24,0,0,0,0,0,0,0,0,0.694
"25",25,0,0,0,0,0,0,0,0,0.696
"26",26,0,0,0,0,0,0,0,0,0.712
"27",27,0,0,0,0,0,0,0,0,0.722
"28",28,0,0,0,0,0,0,0,0,0.71
"29",29,0,0,0,0,0,0,0,0,0.704
"30",30,0,0,0,0,0,0,0,0,0.74
"31",31,0,0,0,0,0,0,0,0,0.688
"32",32,0,0,0,0,0,0,0,0,0.65
"33",33,0,0,0,0,0,0,0,0,0.676
"34",34,0,0,0,0,0,0,0,0,0.708
"35",35,0,0,0,0,0,0,0,0,0.724
"36",36,0,0,0,0,0,0,0,0,0.656
"37",37,0,0,0,0,0,0,0,0,0.696
"38",38,0,0,0,0,0,0,0,0,0.684
"39",39,0,0,0,0,0,0,0,0,0.696
"40",40,0,0,0,0,0,0,0,0,0.7
"41",41,0,0,0,0,0,0,0,0,0.706
"42",42,0,0,0,0,0,0,0,0,0.686
"43",43,0,0,0,0,0,0,0,0,0.704
"44",44,0,0,0,0,0,0,0,0,0.692
"45",45,0,0,0,0,0,0,0,0,0.686
"46",46,0,0,0,0,0,0,0,0,0.666
"47",47,0,0,0,0,0,0,0,0,0.74
"48",48,0,0,0,0,0,0,0,0,0.71
"49",49,0,0,0,0,0,0,0,0,0.708
"50",50,0,0,0,0,0,0,0,0,0.682
