"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.10126582278481
"2",2,0,0,0,0,0,0,0,0.106770833333333
"3",3,0,0,0,0,0,0,0,0.0930851063829787
"4",4,0,0,0,0,0,0,0,0.0897097625329815
"5",5,0,0,0,0,0,0,0,0.12853470437018
"6",6,0,0,0,0,0,0,0,0.0804289544235925
"7",7,0,0,0,0,0,0,0,0.106849315068493
"8",8,0,0,0,0,0,0,0,0.0737463126843658
"9",9,0,0,0,0,0,0,0,0.095360824742268
"10",10,0,0,0,0,0,0,0,0.105820105820106
"11",11,0,0,0,0,0,0,0,0.147971360381862
"12",12,0,0,0,0,0,0,0,0.104838709677419
"13",13,0,0,0,0,0,0,0,0.0957178841309824
"14",14,0,0,0,0,0,0,0,0.0758426966292135
"15",15,0,0,0,0,0,0,0,0.10840108401084
"16",16,0,0,0,0,0,0,0,0.0901639344262295
"17",17,0,0,0,0,0,0,0,0.120300751879699
"18",18,0,0,0,0,0,0,0,0.109333333333333
"19",19,0,0,0,0,0,0,0,0.103626943005181
"20",20,0,0,0,0,0,0,0,0.111675126903553
"21",21,0,0,0,0,0,0,0,0.124031007751938
"22",22,0,0,0,0,0,0,0,0.10230179028133
"23",23,0,0,0,0,0,0,0,0.118421052631579
"24",24,0,0,0,0,0,0,0,0.0930232558139535
"25",25,0,0,0,0,0,0,0,0.0957446808510638
"26",26,0,0,0,0,0,0,0,0.0994897959183673
"27",27,0,0,0,0,0,0,0,0.102094240837696
"28",28,0,0,0,0,0,0,0,0.0865139949109415
"29",29,0,0,0,0,0,0,0,0.125964010282776
"30",30,0,0,0,0,0,0,0,0.101333333333333
"31",31,0,0,0,0,0,0,0,0.116883116883117
"32",32,0,0,0,0,0,0,0,0.0983606557377049
"33",33,0,0,0,0,0,0,0,0.0931989924433249
"34",34,0,0,0,0,0,0,0,0.0875331564986737
"35",35,0,0,0,0,0,0,0,0.0978835978835979
"36",36,0,0,0,0,0,0,0,0.0947075208913649
"37",37,0,0,0,0,0,0,0,0.111111111111111
"38",38,0,0,0,0,0,0,0,0.122137404580153
"39",39,0,0,0,0,0,0,0,0.0906666666666667
"40",40,0,0,0,0,0,0,0,0.0736842105263158
"41",41,0,0,0,0,0,0,0,0.12303664921466
"42",42,0,0,0,0,0,0,0,0.122395833333333
"43",43,0,0,0,0,0,0,0,0.095959595959596
"44",44,0,0,0,0,0,0,0,0.114795918367347
"45",45,0,0,0,0,0,0,0,0.0672043010752688
"46",46,0,0,0,0,0,0,0,0.111392405063291
"47",47,0,0,0,0,0,0,0,0.101928374655647
"48",48,0,0,0,0,0,0,0,0.0966057441253264
"49",49,0,0,0,0,0,0,0,0.0909090909090909
"50",50,0,0,0,0,0,0,0,0.110817941952507
