"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.74
"2",2,0,0,0,0,0,0,0,0,0.704
"3",3,0,0,0,0,0,0,0,0,0.668
"4",4,0,0,0,0,0,0,0,0,0.696
"5",5,0,0,0,0,0,0,0,0,0.696
"6",6,0,0,0,0,0,0,0,0,0.708
"7",7,0,0,0,0,0,0,0,0,0.684
"8",8,0,0,0,0,0,0,0,0,0.652
"9",9,0,0,0,0,0,0,0,0,0.69
"10",10,0,0,0,0,0,0,0,0,0.69
"11",11,0,0,0,0,0,0,0,0,0.702
"12",12,0,0,0,0,0,0,0,0,0.704
"13",13,0,0,0,0,0,0,0,0,0.726
"14",14,0,0,0,0,0,0,0,0,0.716
"15",15,0,0,0,0,0,0,0,0,0.702
"16",16,0,0,0,0,0,0,0,0,0.692
"17",17,0,0,0,0,0,0,0,0,0.682
"18",18,0,0,0,0,0,0,0,0,0.708
"19",19,0,0,0,0,0,0,0,0,0.698
"20",20,0,0,0,0,0,0,0,0,0.764
"21",21,0,0,0,0,0,0,0,0,0.72
"22",22,0,0,0,0,0,0,0,0,0.672
"23",23,0,0,0,0,0,0,0,0,0.694
"24",24,0,0,0,0,0,0,0,0,0.674
"25",25,0,0,0,0,0,0,0,0,0.7
"26",26,0,0,0,0,0,0,0,0,0.67
"27",27,0,0,0,0,0,0,0,0,0.684
"28",28,0,0,0,0,0,0,0,0,0.726
"29",29,0,0,0,0,0,0,0,0,0.71
"30",30,0,0,0,0,0,0,0,0,0.732
"31",31,0,0,0,0,0,0,0,0,0.704
"32",32,0,0,0,0,0,0,0,0,0.724
"33",33,0,0,0,0,0,0,0,0,0.71
"34",34,0,0,0,0,0,0,0,0,0.72
"35",35,0,0,0,0,0,0,0,0,0.684
"36",36,0,0,0,0,0,0,0,0,0.684
"37",37,0,0,0,0,0,0,0,0,0.696
"38",38,0,0,0,0,0,0,0,0,0.686
"39",39,0,0,0,0,0,0,0,0,0.694
"40",40,0,0,0,0,0,0,0,0,0.704
"41",41,0,0,0,0,0,0,0,0,0.694
"42",42,0,0,0,0,0,0,0,0,0.686
"43",43,0,0,0,0,0,0,0,0,0.69
"44",44,0,0,0,0,0,0,0,0,0.682
"45",45,0,0,0,0,0,0,0,0,0.704
"46",46,0,0,0,0,0,0,0,0,0.692
"47",47,0,0,0,0,0,0,0,0,0.72
"48",48,0,0,0,0,0,0,0,0,0.7
"49",49,0,0,0,0,0,0,0,0,0.672
"50",50,0,0,0,0,0,0,0,0,0.738
