"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.71
"2",2,0,0,0,0,0,0,0,0.686
"3",3,0,0,0,0,0,0,0,0.682
"4",4,0,0,0,0,0,0,0,0.69
"5",5,0,0,0,0,0,0,0,0.678
"6",6,0,0,0,0,0,0,0,0.686
"7",7,0,0,0,0,0,0,0,0.652
"8",8,0,0,0,0,0,0,0,0.628
"9",9,0,0,0,0,0,0,0,0.702
"10",10,0,0,0,0,0,0,0,0.676
"11",11,0,0,0,0,0,0,0,0.714
"12",12,0,0,0,0,0,0,0,0.666
"13",13,0,0,0,0,0,0,0,0.718
"14",14,0,0,0,0,0,0,0,0.658
"15",15,0,0,0,0,0,0,0,0.658
"16",16,0,0,0,0,0,0,0,0.666
"17",17,0,0,0,0,0,0,0,0.702
"18",18,0,0,0,0,0,0,0,0.668
"19",19,0,0,0,0,0,0,0,0.692
"20",20,0,0,0,0,0,0,0,0.7
"21",21,0,0,0,0,0,0,0,0.678
"22",22,0,0,0,0,0,0,0,0.702
"23",23,0,0,0,0,0,0,0,0.67
"24",24,0,0,0,0,0,0,0,0.702
"25",25,0,0,0,0,0,0,0,0.68
"26",26,0,0,0,0,0,0,0,0.706
"27",27,0,0,0,0,0,0,0,0.686
"28",28,0,0,0,0,0,0,0,0.718
"29",29,0,0,0,0,0,0,0,0.68
"30",30,0,0,0,0,0,0,0,0.674
"31",31,0,0,0,0,0,0,0,0.68
"32",32,0,0,0,0,0,0,0,0.66
"33",33,0,0,0,0,0,0,0,0.72
"34",34,0,0,0,0,0,0,0,0.688
"35",35,0,0,0,0,0,0,0,0.682
"36",36,0,0,0,0,0,0,0,0.65
"37",37,0,0,0,0,0,0,0,0.72
"38",38,0,0,0,0,0,0,0,0.69
"39",39,0,0,0,0,0,0,0,0.682
"40",40,0,0,0,0,0,0,0,0.704
"41",41,0,0,0,0,0,0,0,0.67
"42",42,0,0,0,0,0,0,0,0.674
"43",43,0,0,0,0,0,0,0,0.716
"44",44,0,0,0,0,0,0,0,0.694
"45",45,0,0,0,0,0,0,0,0.694
"46",46,0,0,0,0,0,0,0,0.702
"47",47,0,0,0,0,0,0,0,0.652
"48",48,0,0,0,0,0,0,0,0.692
"49",49,0,0,0,0,0,0,0,0.7
"50",50,0,0,0,0,0,0,0,0.674
