"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0,0,0,0,0.0326409495548961,0
"2",2,0,0,0,0,0,0.0481586402266289,0
"3",3,0,0,0,0,0,0.0412979351032448,0
"4",4,0,0,0,0,0,0.0511182108626198,0
"5",5,0,0,0,0,0,0.0575079872204473,0
"6",6,0,0,0,0,0,0.0586510263929619,0
"7",7,0,0,0,0,0,0.0131147540983607,0
"8",8,0,0,0,0,0,0.0324675324675325,0
"9",9,0,0,0,0,0,0.0561056105610561,0
"10",10,0,0,0,0,0,0.0519877675840979,0
"11",11,0,0,0,0,0,0.0326409495548961,0
"12",12,0,0,0,0,0,0.0205479452054795,0
"13",13,0,0,0,0,0,0.0660377358490566,0
"14",14,0,0,0,0,0,0.0494186046511628,0
"15",15,0,0,0,0,0,0.0212121212121212,0
"16",16,0,0,0,0,0,0.0446428571428571,0
"17",17,0,0,0,0,0,0.0648148148148148,0
"18",18,0,0,0,0,0,0.025974025974026,0
"19",19,0,0,0,0,0,0.0668789808917197,0
"20",20,0,0,0,0,0,0.0447284345047923,0
"21",21,0,0,0,0,0,0.0428134556574924,0
"22",22,0,0,0,0,0,0.0315457413249211,0
"23",23,0,0,0,0,0,0.0388349514563107,0
"24",24,0,0,0,0,0,0.0494186046511628,0
"25",25,0,0,0,0,0,0.0484848484848485,0
"26",26,0,0,0,0,0,0.0495049504950495,0
"27",27,0,0,0,0,0,0.0385852090032154,0
"28",28,0,0,0,0,0,0.0352564102564103,0
"29",29,0,0,0,0,0,0.0449101796407186,0
"30",30,0,0,0,0,0,0.0464396284829721,0
"31",31,0,0,0,0,0,0.0425531914893617,0
"32",32,0,0,0,0,0,0.0681818181818182,0
"33",33,0,0,0,0,0,0.0121580547112462,0
"34",34,0,0,0,0,0,0.0251572327044025,0
"35",35,0,0,0,0,0,0.0228758169934641,0
"36",36,0,0,0,0,0,0.042483660130719,0
"37",37,0,0,0,0,0,0.033033033033033,0
"38",38,0,0,0,0,0,0.060790273556231,0
"39",39,0,0,0,0,0,0.0544871794871795,0
"40",40,0,0,0,0,0,0.056047197640118,0
"41",41,0,0,0,0,0,0.052924791086351,0
"42",42,0,0,0,0,0,0.0485436893203883,0
"43",43,0,0,0,0,0,0.0342679127725857,0
"44",44,0,0,0,0,0,0.0298507462686567,0
"45",45,0,0,0,0,0,0.0368098159509202,0
"46",46,0,0,0,0,0,0.0524781341107872,0
"47",47,0,0,0,0,0,0.0504451038575668,0
"48",48,0,0,0,0,0,0.0256410256410256,0
"49",49,0,0,0,0,0,0.0326797385620915,0
"50",50,0,0,0,0,0,0.0401234567901235,0
