"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.686
"2",2,0,0,0,0,0,0,0,0,0.682
"3",3,0,0,0,0,0,0,0,0,0.686
"4",4,0,0,0,0,0,0,0,0,0.702
"5",5,0,0,0,0,0,0,0,0,0.668
"6",6,0,0,0,0,0,0,0,0,0.69
"7",7,0,0,0,0,0,0,0,0,0.676
"8",8,0,0,0,0,0,0,0,0,0.692
"9",9,0,0,0,0,0,0,0,0,0.724
"10",10,0,0,0,0,0,0,0,0,0.69
"11",11,0,0,0,0,0,0,0,0,0.694
"12",12,0,0,0,0,0,0,0,0,0.678
"13",13,0,0,0,0,0,0,0,0,0.724
"14",14,0,0,0,0,0,0,0,0,0.694
"15",15,0,0,0,0,0,0,0,0,0.692
"16",16,0,0,0,0,0,0,0,0,0.696
"17",17,0,0,0,0,0,0,0,0,0.71
"18",18,0,0,0,0,0,0,0,0,0.688
"19",19,0,0,0,0,0,0,0,0,0.674
"20",20,0,0,0,0,0,0,0,0,0.688
"21",21,0,0,0,0,0,0,0,0,0.646
"22",22,0,0,0,0,0,0,0,0,0.68
"23",23,0,0,0,0,0,0,0,0,0.696
"24",24,0,0,0,0,0,0,0,0,0.708
"25",25,0,0,0,0,0,0,0,0,0.674
"26",26,0,0,0,0,0,0,0,0,0.71
"27",27,0,0,0,0,0,0,0,0,0.706
"28",28,0,0,0,0,0,0,0,0,0.712
"29",29,0,0,0,0,0,0,0,0,0.704
"30",30,0,0,0,0,0,0,0,0,0.632
"31",31,0,0,0,0,0,0,0,0,0.682
"32",32,0,0,0,0,0,0,0,0,0.672
"33",33,0,0,0,0,0,0,0,0,0.71
"34",34,0,0,0,0,0,0,0,0,0.708
"35",35,0,0,0,0,0,0,0,0,0.712
"36",36,0,0,0,0,0,0,0,0,0.718
"37",37,0,0,0,0,0,0,0,0,0.688
"38",38,0,0,0,0,0,0,0,0,0.682
"39",39,0,0,0,0,0,0,0,0,0.724
"40",40,0,0,0,0,0,0,0,0,0.696
"41",41,0,0,0,0,0,0,0,0,0.692
"42",42,0,0,0,0,0,0,0,0,0.712
"43",43,0,0,0,0,0,0,0,0,0.696
"44",44,0,0,0,0,0,0,0,0,0.718
"45",45,0,0,0,0,0,0,0,0,0.684
"46",46,0,0,0,0,0,0,0,0,0.698
"47",47,0,0,0,0,0,0,0,0,0.746
"48",48,0,0,0,0,0,0,0,0,0.714
"49",49,0,0,0,0,0,0,0,0,0.752
"50",50,0,0,0,0,0,0,0,0,0.666
