"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.7
"2",2,0,0,0,0,0,0,0,0.718
"3",3,0,0,0,0,0,0,0,0.676
"4",4,0,0,0,0,0,0,0,0.716
"5",5,0,0,0,0,0,0,0,0.68
"6",6,0,0,0,0,0,0,0,0.658
"7",7,0,0,0,0,0,0,0,0.62
"8",8,0,0,0,0,0,0,0,0.698
"9",9,0,0,0,0,0,0,0,0.706
"10",10,0,0,0,0,0,0,0,0.728
"11",11,0,0,0,0,0,0,0,0.724
"12",12,0,0,0,0,0,0,0,0.682
"13",13,0,0,0,0,0,0,0,0.694
"14",14,0,0,0,0,0,0,0,0.696
"15",15,0,0,0,0,0,0,0,0.678
"16",16,0,0,0,0,0,0,0,0.684
"17",17,0,0,0,0,0,0,0,0.768
"18",18,0,0,0,0,0,0,0,0.746
"19",19,0,0,0,0,0,0,0,0.706
"20",20,0,0,0,0,0,0,0,0.724
"21",21,0,0,0,0,0,0,0,0.686
"22",22,0,0,0,0,0,0,0,0.698
"23",23,0,0,0,0,0,0,0,0.71
"24",24,0,0,0,0,0,0,0,0.666
"25",25,0,0,0,0,0,0,0,0.716
"26",26,0,0,0,0,0,0,0,0.664
"27",27,0,0,0,0,0,0,0,0.69
"28",28,0,0,0,0,0,0,0,0.708
"29",29,0,0,0,0,0,0,0,0.704
"30",30,0,0,0,0,0,0,0,0.69
"31",31,0,0,0,0,0,0,0,0.71
"32",32,0,0,0,0,0,0,0,0.696
"33",33,0,0,0,0,0,0,0,0.686
"34",34,0,0,0,0,0,0,0,0.68
"35",35,0,0,0,0,0,0,0,0.682
"36",36,0,0,0,0,0,0,0,0.652
"37",37,0,0,0,0,0,0,0,0.636
"38",38,0,0,0,0,0,0,0,0.73
"39",39,0,0,0,0,0,0,0,0.728
"40",40,0,0,0,0,0,0,0,0.658
"41",41,0,0,0,0,0,0,0,0.716
"42",42,0,0,0,0,0,0,0,0.694
"43",43,0,0,0,0,0,0,0,0.676
"44",44,0,0,0,0,0,0,0,0.676
"45",45,0,0,0,0,0,0,0,0.676
"46",46,0,0,0,0,0,0,0,0.718
"47",47,0,0,0,0,0,0,0,0.674
"48",48,0,0,0,0,0,0,0,0.684
"49",49,0,0,0,0,0,0,0,0.678
"50",50,0,0,0,0,0,0,0,0.674
