"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.107142857142857
"2",2,0,0,0,0,0,0,0,0.0794871794871795
"3",3,0,0,0,0,0,0,0,0.0913978494623656
"4",4,0,0,0,0,0,0,0,0.089058524173028
"5",5,0,0,0,0,0,0,0,0.0909090909090909
"6",6,0,0,0,0,0,0,0,0.0886426592797784
"7",7,0,0,0,0,0,0,0,0.0988372093023256
"8",8,0,0,0,0,0,0,0,0.0863874345549738
"9",9,0,0,0,0,0,0,0,0.0948717948717949
"10",10,0,0,0,0,0,0,0,0.0784810126582278
"11",11,0,0,0,0,0,0,0,0.095
"12",12,0,0,0,0,0,0,0,0.0783783783783784
"13",13,0,0,0,0,0,0,0,0.0987012987012987
"14",14,0,0,0,0,0,0,0,0.0842105263157895
"15",15,0,0,0,0,0,0,0,0.0887096774193548
"16",16,0,0,0,0,0,0,0,0.107049608355091
"17",17,0,0,0,0,0,0,0,0.079136690647482
"18",18,0,0,0,0,0,0,0,0.0924574209245742
"19",19,0,0,0,0,0,0,0,0.113065326633166
"20",20,0,0,0,0,0,0,0,0.140142517814727
"21",21,0,0,0,0,0,0,0,0.0853333333333333
"22",22,0,0,0,0,0,0,0,0.10969387755102
"23",23,0,0,0,0,0,0,0,0.0920716112531969
"24",24,0,0,0,0,0,0,0,0.0775623268698061
"25",25,0,0,0,0,0,0,0,0.0843989769820972
"26",26,0,0,0,0,0,0,0,0.0853994490358127
"27",27,0,0,0,0,0,0,0,0.117647058823529
"28",28,0,0,0,0,0,0,0,0.0732984293193717
"29",29,0,0,0,0,0,0,0,0.0951156812339332
"30",30,0,0,0,0,0,0,0,0.0725806451612903
"31",31,0,0,0,0,0,0,0,0.103535353535354
"32",32,0,0,0,0,0,0,0,0.118987341772152
"33",33,0,0,0,0,0,0,0,0.0997375328083989
"34",34,0,0,0,0,0,0,0,0.100529100529101
"35",35,0,0,0,0,0,0,0,0.121134020618557
"36",36,0,0,0,0,0,0,0,0.101928374655647
"37",37,0,0,0,0,0,0,0,0.111731843575419
"38",38,0,0,0,0,0,0,0,0.0987654320987654
"39",39,0,0,0,0,0,0,0,0.0922693266832918
"40",40,0,0,0,0,0,0,0,0.0886426592797784
"41",41,0,0,0,0,0,0,0,0.089058524173028
"42",42,0,0,0,0,0,0,0,0.072192513368984
"43",43,0,0,0,0,0,0,0,0.0962566844919786
"44",44,0,0,0,0,0,0,0,0.0864864864864865
"45",45,0,0,0,0,0,0,0,0.0913978494623656
"46",46,0,0,0,0,0,0,0,0.0552631578947368
"47",47,0,0,0,0,0,0,0,0.103723404255319
"48",48,0,0,0,0,0,0,0,0.0855614973262032
"49",49,0,0,0,0,0,0,0,0.10079575596817
"50",50,0,0,0,0,0,0,0,0.120104438642298
