"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.35244,0.0928355958263844
"2","2D_NPMLE",0.5044,0.0916845009352624
"3","1D_Proj",0.35088,0.0916450981886523
"4","Welch",0.1948,0.0854776622852781
