"","Algorithm","Power","FDR"
"1","1D_MLE",0.54764,0.0902016170441563
"2","1D_NPMLE",0.54716,0.0899756116481703
"3","2D_NPMLE",0.5836,0.0885799229507485
"4","1D_Proj",0.54656,0.0899454325143124
"5","Welch",0.46732,0.125758144517006
