"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.65032,0.0886055617755643
"2","2D_NPMLE",0.67524,0.0893837400403597
"3","Welch",0.6262,0.0920408340595888
"4","B_F",0.5626,0.0382748906110034
"5","Pooled_t",0.65052,0.0886944633181623
