"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.618
"2",2,0,0,0,0,0,0,0,0.594
"3",3,0,0,0,0,0,0,0,0.57
"4",4,0,0,0,0,0,0,0,0.61
"5",5,0,0,0,0,0,0,0,0.594
"6",6,0,0,0,0,0,0,0,0.564
"7",7,0,0,0,0,0,0,0,0.58
"8",8,0,0,0,0,0,0,0,0.586
"9",9,0,0,0,0,0,0,0,0.57
"10",10,0,0,0,0,0,0,0,0.562
"11",11,0,0,0,0,0,0,0,0.542
"12",12,0,0,0,0,0,0,0,0.562
"13",13,0,0,0,0,0,0,0,0.532
"14",14,0,0,0,0,0,0,0,0.586
"15",15,0,0,0,0,0,0,0,0.606
"16",16,0,0,0,0,0,0,0,0.572
"17",17,0,0,0,0,0,0,0,0.544
"18",18,0,0,0,0,0,0,0,0.546
"19",19,0,0,0,0,0,0,0,0.57
"20",20,0,0,0,0,0,0,0,0.582
"21",21,0,0,0,0,0,0,0,0.614
"22",22,0,0,0,0,0,0,0,0.552
"23",23,0,0,0,0,0,0,0,0.584
"24",24,0,0,0,0,0,0,0,0.584
"25",25,0,0,0,0,0,0,0,0.57
"26",26,0,0,0,0,0,0,0,0.61
"27",27,0,0,0,0,0,0,0,0.546
"28",28,0,0,0,0,0,0,0,0.592
"29",29,0,0,0,0,0,0,0,0.604
"30",30,0,0,0,0,0,0,0,0.602
"31",31,0,0,0,0,0,0,0,0.568
"32",32,0,0,0,0,0,0,0,0.598
"33",33,0,0,0,0,0,0,0,0.528
"34",34,0,0,0,0,0,0,0,0.552
"35",35,0,0,0,0,0,0,0,0.616
"36",36,0,0,0,0,0,0,0,0.574
"37",37,0,0,0,0,0,0,0,0.516
"38",38,0,0,0,0,0,0,0,0.578
"39",39,0,0,0,0,0,0,0,0.57
"40",40,0,0,0,0,0,0,0,0.568
"41",41,0,0,0,0,0,0,0,0.596
"42",42,0,0,0,0,0,0,0,0.544
"43",43,0,0,0,0,0,0,0,0.58
"44",44,0,0,0,0,0,0,0,0.56
"45",45,0,0,0,0,0,0,0,0.562
"46",46,0,0,0,0,0,0,0,0.556
"47",47,0,0,0,0,0,0,0,0.572
"48",48,0,0,0,0,0,0,0,0.59
"49",49,0,0,0,0,0,0,0,0.604
"50",50,0,0,0,0,0,0,0,0.568
