"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.572
"2",2,0,0,0,0,0,0,0,0,0.604
"3",3,0,0,0,0,0,0,0,0,0.584
"4",4,0,0,0,0,0,0,0,0,0.552
"5",5,0,0,0,0,0,0,0,0,0.598
"6",6,0,0,0,0,0,0,0,0,0.57
"7",7,0,0,0,0,0,0,0,0,0.59
"8",8,0,0,0,0,0,0,0,0,0.548
"9",9,0,0,0,0,0,0,0,0,0.588
"10",10,0,0,0,0,0,0,0,0,0.556
"11",11,0,0,0,0,0,0,0,0,0.548
"12",12,0,0,0,0,0,0,0,0,0.56
"13",13,0,0,0,0,0,0,0,0,0.516
"14",14,0,0,0,0,0,0,0,0,0.572
"15",15,0,0,0,0,0,0,0,0,0.512
"16",16,0,0,0,0,0,0,0,0,0.562
"17",17,0,0,0,0,0,0,0,0,0.57
"18",18,0,0,0,0,0,0,0,0,0.556
"19",19,0,0,0,0,0,0,0,0,0.562
"20",20,0,0,0,0,0,0,0,0,0.586
"21",21,0,0,0,0,0,0,0,0,0.562
"22",22,0,0,0,0,0,0,0,0,0.596
"23",23,0,0,0,0,0,0,0,0,0.534
"24",24,0,0,0,0,0,0,0,0,0.574
"25",25,0,0,0,0,0,0,0,0,0.566
"26",26,0,0,0,0,0,0,0,0,0.62
"27",27,0,0,0,0,0,0,0,0,0.61
"28",28,0,0,0,0,0,0,0,0,0.592
"29",29,0,0,0,0,0,0,0,0,0.562
"30",30,0,0,0,0,0,0,0,0,0.588
"31",31,0,0,0,0,0,0,0,0,0.566
"32",32,0,0,0,0,0,0,0,0,0.568
"33",33,0,0,0,0,0,0,0,0,0.548
"34",34,0,0,0,0,0,0,0,0,0.572
"35",35,0,0,0,0,0,0,0,0,0.598
"36",36,0,0,0,0,0,0,0,0,0.602
"37",37,0,0,0,0,0,0,0,0,0.596
"38",38,0,0,0,0,0,0,0,0,0.63
"39",39,0,0,0,0,0,0,0,0,0.6
"40",40,0,0,0,0,0,0,0,0,0.56
"41",41,0,0,0,0,0,0,0,0,0.556
"42",42,0,0,0,0,0,0,0,0,0.602
"43",43,0,0,0,0,0,0,0,0,0.598
"44",44,0,0,0,0,0,0,0,0,0.558
"45",45,0,0,0,0,0,0,0,0,0.572
"46",46,0,0,0,0,0,0,0,0,0.594
"47",47,0,0,0,0,0,0,0,0,0.598
"48",48,0,0,0,0,0,0,0,0,0.556
"49",49,0,0,0,0,0,0,0,0,0.596
"50",50,0,0,0,0,0,0,0,0,0.604
