"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","t_test"
"1",1,0,0.112676056338028,0.0944625407166124,0,0.18716577540107,0,0.106761565836299
"2",2,0,0.0546075085324232,0.065015479876161,0,0.16,0,0.0546075085324232
"3",3,0,0.0777385159010601,0.0737179487179487,0,0.164893617021277,0,0.0774647887323944
"4",4,0,0.0766423357664234,0.0714285714285714,0,0.154639175257732,0,0.0703703703703704
"5",5,0,0.105633802816901,0.0738255033557047,0,0.171717171717172,0,0.111111111111111
"6",6,0,0.0802919708029197,0.0718954248366013,0,0.215469613259669,0,0.0928571428571429
"7",7,0,0.0774907749077491,0.0909090909090909,0,0.193548387096774,0,0.0772058823529412
"8",8,0,0.0825082508250825,0.073015873015873,0,0.151041666666667,0,0.0825082508250825
"9",9,0,0.0909090909090909,0.102719033232628,0,0.157657657657658,0,0.0912280701754386
"10",10,0,0.0993150684931507,0.0958083832335329,0,0.134259259259259,0,0.0993150684931507
"11",11,0,0.0812720848056537,0.121301775147929,0,0.168421052631579,0,0.075
"12",12,0,0.100334448160535,0.0940438871473354,0,0.14975845410628,0,0.1
"13",13,0,0.0760869565217391,0.0830670926517572,0,0.137755102040816,0,0.075812274368231
"14",14,0,0.102310231023102,0.126843657817109,0,0.207627118644068,0,0.110032362459547
"15",15,0,0.0601503759398496,0.0851735015772871,0,0.149253731343284,0,0.0666666666666667
"16",16,0,0.0864661654135338,0.108552631578947,0,0.188235294117647,0,0.0881226053639847
"17",17,0,0.101449275362319,0.111111111111111,0,0.182266009852217,0,0.1
"18",18,0,0.0740740740740741,0.0883280757097792,0,0.163265306122449,0,0.070631970260223
"19",19,0,0.108843537414966,0.116923076923077,0,0.201005025125628,0,0.11371237458194
"20",20,0,0.10188679245283,0.0774410774410774,0,0.191256830601093,0,0.104868913857678
"21",21,0,0.0853242320819113,0.105263157894737,0,0.197530864197531,0,0.0853242320819113
"22",22,0,0.115384615384615,0.107462686567164,0,0.203463203463203,0,0.112280701754386
"23",23,0,0.0671378091872792,0.056782334384858,0,0.148717948717949,0,0.0699300699300699
"24",24,0,0.108303249097473,0.0935483870967742,0,0.157894736842105,0,0.105072463768116
"25",25,0,0.0772200772200772,0.0923566878980892,0,0.148648648648649,0,0.083969465648855
"26",26,0,0.0810810810810811,0.0979228486646884,0,0.14622641509434,0,0.0779661016949153
"27",27,0,0.0808823529411765,0.0844155844155844,0,0.186363636363636,0,0.0823970037453183
"28",28,0,0.0797101449275362,0.0764525993883792,0,0.144796380090498,0,0.0797101449275362
"29",29,0,0.0923076923076923,0.0953947368421053,0,0.15819209039548,0,0.0923076923076923
"30",30,0,0.0739299610894942,0.0535714285714286,0,0.158974358974359,0,0.0739299610894942
"31",31,0,0.088339222614841,0.0700636942675159,0,0.176190476190476,0,0.088339222614841
"32",32,0,0.0909090909090909,0.093167701863354,0,0.183673469387755,0,0.0931899641577061
"33",33,0,0.0807692307692308,0.109717868338558,0,0.133333333333333,0,0.0833333333333333
"34",34,0,0.109965635738832,0.0996677740863787,0,0.179245283018868,0,0.111111111111111
"35",35,0,0.0860927152317881,0.086053412462908,0,0.166666666666667,0,0.0802675585284281
"36",36,0,0.102836879432624,0.0952380952380952,0,0.153409090909091,0,0.123711340206186
"37",37,0,0.0892193308550186,0.0821917808219178,0,0.163461538461538,0,0.0892193308550186
"38",38,0,0.106666666666667,0.1,0,0.136363636363636,0,0.109634551495017
"39",39,0,0.0833333333333333,0.0853658536585366,0,0.166666666666667,0,0.0785714285714286
"40",40,0,0.10958904109589,0.0747663551401869,0,0.166666666666667,0,0.114864864864865
"41",41,0,0.107142857142857,0.0894568690095847,0,0.169902912621359,0,0.10431654676259
"42",42,0,0.109215017064846,0.0754716981132075,0,0.135416666666667,0,0.108474576271186
"43",43,0,0.0886524822695035,0.105919003115265,0,0.194805194805195,0,0.0950704225352113
"44",44,0,0.0627450980392157,0.0718954248366013,0,0.149732620320856,0,0.0627450980392157
"45",45,0,0.0978260869565217,0.100946372239748,0,0.158730158730159,0,0.0978260869565217
"46",46,0,0.0812720848056537,0.0970873786407767,0,0.156565656565657,0,0.0804195804195804
"47",47,0,0.110738255033557,0.123456790123457,0,0.219730941704036,0,0.111111111111111
"48",48,0,0.0811808118081181,0.0730897009966777,0,0.165714285714286,0,0.0842490842490843
"49",49,0,0.0610687022900763,0.0855263157894737,0,0.15819209039548,0,0.0610687022900763
"50",50,0,0.0842911877394636,0.105431309904153,0,0.140540540540541,0,0.083969465648855
