"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.5102,0.0888764452315379
"2","2D_NPMLE",0.57492,0.0902653517359668
"3","Welch",0.33672,0.16710104852878
"4","B_F",0.00064,0
"5","t_test",0.51076,0.0898531628762857
