"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.104347826086957
"2",2,0,0,0,0,0,0,0,0.0861538461538462
"3",3,0,0,0,0,0,0,0,0.0894568690095847
"4",4,0,0,0,0,0,0,0,0.102941176470588
"5",5,0,0,0,0,0,0,0,0.102719033232628
"6",6,0,0,0,0,0,0,0,0.0693069306930693
"7",7,0,0,0,0,0,0,0,0.107692307692308
"8",8,0,0,0,0,0,0,0,0.084375
"9",9,0,0,0,0,0,0,0,0.0952380952380952
"10",10,0,0,0,0,0,0,0,0.10223642172524
"11",11,0,0,0,0,0,0,0,0.0782312925170068
"12",12,0,0,0,0,0,0,0,0.116352201257862
"13",13,0,0,0,0,0,0,0,0.122112211221122
"14",14,0,0,0,0,0,0,0,0.140762463343109
"15",15,0,0,0,0,0,0,0,0.0845921450151057
"16",16,0,0,0,0,0,0,0,0.0833333333333333
"17",17,0,0,0,0,0,0,0,0.0779661016949153
"18",18,0,0,0,0,0,0,0,0.116504854368932
"19",19,0,0,0,0,0,0,0,0.0806451612903226
"20",20,0,0,0,0,0,0,0,0.0791139240506329
"21",21,0,0,0,0,0,0,0,0.0780780780780781
"22",22,0,0,0,0,0,0,0,0.08
"23",23,0,0,0,0,0,0,0,0.0846394984326019
"24",24,0,0,0,0,0,0,0,0.120481927710843
"25",25,0,0,0,0,0,0,0,0.0806451612903226
"26",26,0,0,0,0,0,0,0,0.105571847507331
"27",27,0,0,0,0,0,0,0,0.0808080808080808
"28",28,0,0,0,0,0,0,0,0.0864197530864197
"29",29,0,0,0,0,0,0,0,0.0848484848484849
"30",30,0,0,0,0,0,0,0,0.114705882352941
"31",31,0,0,0,0,0,0,0,0.106918238993711
"32",32,0,0,0,0,0,0,0,0.0714285714285714
"33",33,0,0,0,0,0,0,0,0.125827814569536
"34",34,0,0,0,0,0,0,0,0.115384615384615
"35",35,0,0,0,0,0,0,0,0.12
"36",36,0,0,0,0,0,0,0,0.0711974110032362
"37",37,0,0,0,0,0,0,0,0.101045296167247
"38",38,0,0,0,0,0,0,0,0.096875
"39",39,0,0,0,0,0,0,0,0.0923566878980892
"40",40,0,0,0,0,0,0,0,0.10410094637224
"41",41,0,0,0,0,0,0,0,0.0802469135802469
"42",42,0,0,0,0,0,0,0,0.0810810810810811
"43",43,0,0,0,0,0,0,0,0.110429447852761
"44",44,0,0,0,0,0,0,0,0.0967741935483871
"45",45,0,0,0,0,0,0,0,0.130030959752322
"46",46,0,0,0,0,0,0,0,0.0855263157894737
"47",47,0,0,0,0,0,0,0,0.0977917981072555
"48",48,0,0,0,0,0,0,0,0.114114114114114
"49",49,0,0,0,0,0,0,0,0.106508875739645
"50",50,0,0,0,0,0,0,0,0.106918238993711
