"","Algorithm","Power","FDR"
"1","1D_MLE",0.64696,0.0926816018447745
"2","1D_NPMLE",0.64688,0.0923455200582812
"3","2D_NPMLE",0.6642,0.0929167654703524
"4","1D_Proj",0.64684,0.0926019466205178
"5","Welch",0.62624,0.0991609804444806
