"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.222826086956522
"2",2,0,0,0,0,0,0,0,0.2
"3",3,0,0,0,0,0,0,0,0.236775818639798
"4",4,0,0,0,0,0,0,0,0.210674157303371
"5",5,0,0,0,0,0,0,0,0.197333333333333
"6",6,0,0,0,0,0,0,0,0.194736842105263
"7",7,0,0,0,0,0,0,0,0.2
"8",8,0,0,0,0,0,0,0,0.2
"9",9,0,0,0,0,0,0,0,0.236040609137056
"10",10,0,0,0,0,0,0,0,0.209844559585492
"11",11,0,0,0,0,0,0,0,0.185294117647059
"12",12,0,0,0,0,0,0,0,0.197333333333333
"13",13,0,0,0,0,0,0,0,0.208219178082192
"14",14,0,0,0,0,0,0,0,0.192
"15",15,0,0,0,0,0,0,0,0.226315789473684
"16",16,0,0,0,0,0,0,0,0.242021276595745
"17",17,0,0,0,0,0,0,0,0.201680672268908
"18",18,0,0,0,0,0,0,0,0.174157303370787
"19",19,0,0,0,0,0,0,0,0.16374269005848
"20",20,0,0,0,0,0,0,0,0.235449735449735
"21",21,0,0,0,0,0,0,0,0.200549450549451
"22",22,0,0,0,0,0,0,0,0.182065217391304
"23",23,0,0,0,0,0,0,0,0.207282913165266
"24",24,0,0,0,0,0,0,0,0.238482384823848
"25",25,0,0,0,0,0,0,0,0.188034188034188
"26",26,0,0,0,0,0,0,0,0.203252032520325
"27",27,0,0,0,0,0,0,0,0.200534759358289
"28",28,0,0,0,0,0,0,0,0.177464788732394
"29",29,0,0,0,0,0,0,0,0.201005025125628
"30",30,0,0,0,0,0,0,0,0.210526315789474
"31",31,0,0,0,0,0,0,0,0.206896551724138
"32",32,0,0,0,0,0,0,0,0.171348314606742
"33",33,0,0,0,0,0,0,0,0.203804347826087
"34",34,0,0,0,0,0,0,0,0.224137931034483
"35",35,0,0,0,0,0,0,0,0.248259860788863
"36",36,0,0,0,0,0,0,0,0.181556195965418
"37",37,0,0,0,0,0,0,0,0.166163141993958
"38",38,0,0,0,0,0,0,0,0.18
"39",39,0,0,0,0,0,0,0,0.152173913043478
"40",40,0,0,0,0,0,0,0,0.186629526462396
"41",41,0,0,0,0,0,0,0,0.195710455764075
"42",42,0,0,0,0,0,0,0,0.1976401179941
"43",43,0,0,0,0,0,0,0,0.19672131147541
"44",44,0,0,0,0,0,0,0,0.203208556149733
"45",45,0,0,0,0,0,0,0,0.198895027624309
"46",46,0,0,0,0,0,0,0,0.193029490616622
"47",47,0,0,0,0,0,0,0,0.205970149253731
"48",48,0,0,0,0,0,0,0,0.194148936170213
"49",49,0,0,0,0,0,0,0,0.183098591549296
"50",50,0,0,0,0,0,0,0,0.242894056847545
