"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.0282485875706215
"2",2,0,0,0,0,0,0.0304878048780488
"3",3,0,0,0,0,0,0.0318471337579618
"4",4,0,0,0,0,0,0.0472972972972973
"5",5,0,0,0,0,0,0.04375
"6",6,0,0,0,0,0,0.0326797385620915
"7",7,0,0,0,0,0,0.0317460317460317
"8",8,0,0,0,0,0,0.0234375
"9",9,0,0,0,0,0,0.041958041958042
"10",10,0,0,0,0,0,0.037037037037037
"11",11,0,0,0,0,0,0.0416666666666667
"12",12,0,0,0,0,0,0.0291970802919708
"13",13,0,0,0,0,0,0.0576923076923077
"14",14,0,0,0,0,0,0.046875
"15",15,0,0,0,0,0,0.0194174757281553
"16",16,0,0,0,0,0,0.0208333333333333
"17",17,0,0,0,0,0,0.0656934306569343
"18",18,0,0,0,0,0,0.0288461538461538
"19",19,0,0,0,0,0,0.0354609929078014
"20",20,0,0,0,0,0,0.0252100840336134
"21",21,0,0,0,0,0,0.0289855072463768
"22",22,0,0,0,0,0,0.032
"23",23,0,0,0,0,0,0.049079754601227
"24",24,0,0,0,0,0,0.0352112676056338
"25",25,0,0,0,0,0,0.047244094488189
"26",26,0,0,0,0,0,0.0225563909774436
"27",27,0,0,0,0,0,0.0150375939849624
"28",28,0,0,0,0,0,0.0204081632653061
"29",29,0,0,0,0,0,0.0451127819548872
"30",30,0,0,0,0,0,0.028169014084507
"31",31,0,0,0,0,0,0.0518518518518519
"32",32,0,0,0,0,0,0.0285714285714286
"33",33,0,0,0,0,0,0.0316455696202532
"34",34,0,0,0,0,0,0.0406976744186047
"35",35,0,0,0,0,0,0.0584415584415584
"36",36,0,0,0,0,0,0.0784313725490196
"37",37,0,0,0,0,0,0.0511363636363636
"38",38,0,0,0,0,0,0.0220588235294118
"39",39,0,0,0,0,0,0.0510948905109489
"40",40,0,0,0,0,0,0.0256410256410256
"41",41,0,0,0,0,0,0.0225563909774436
"42",42,0,0,0,0,0,0.0444444444444444
"43",43,0,0,0,0,0,0.048
"44",44,0,0,0,0,0,0.0308641975308642
"45",45,0,0,0,0,0,0.06282722513089
"46",46,0,0,0,0,0,0.0126582278481013
"47",47,0,0,0,0,0,0.0289017341040462
"48",48,0,0,0,0,0,0.0465116279069767
"49",49,0,0,0,0,0,0.0316455696202532
"50",50,0,0,0,0,0,0.0504201680672269
