"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.308910891089109
"2",2,0,0,0,0,0,0,0,0,0.294234592445328
"3",3,0,0,0,0,0,0,0,0,0.289915966386555
"4",4,0,0,0,0,0,0,0,0,0.28125
"5",5,0,0,0,0,0,0,0,0,0.299610894941634
"6",6,0,0,0,0,0,0,0,0,0.239373601789709
"7",7,0,0,0,0,0,0,0,0,0.278372591006424
"8",8,0,0,0,0,0,0,0,0,0.305389221556886
"9",9,0,0,0,0,0,0,0,0,0.276150627615063
"10",10,0,0,0,0,0,0,0,0,0.287846481876333
"11",11,0,0,0,0,0,0,0,0,0.336448598130841
"12",12,0,0,0,0,0,0,0,0,0.328031809145129
"13",13,0,0,0,0,0,0,0,0,0.33399209486166
"14",14,0,0,0,0,0,0,0,0,0.297413793103448
"15",15,0,0,0,0,0,0,0,0,0.278280542986425
"16",16,0,0,0,0,0,0,0,0,0.291139240506329
"17",17,0,0,0,0,0,0,0,0,0.298319327731092
"18",18,0,0,0,0,0,0,0,0,0.282105263157895
"19",19,0,0,0,0,0,0,0,0,0.267543859649123
"20",20,0,0,0,0,0,0,0,0,0.293859649122807
"21",21,0,0,0,0,0,0,0,0,0.29038854805726
"22",22,0,0,0,0,0,0,0,0,0.287234042553192
"23",23,0,0,0,0,0,0,0,0,0.244210526315789
"24",24,0,0,0,0,0,0,0,0,0.317907444668008
"25",25,0,0,0,0,0,0,0,0,0.289795918367347
"26",26,0,0,0,0,0,0,0,0,0.303157894736842
"27",27,0,0,0,0,0,0,0,0,0.295218295218295
"28",28,0,0,0,0,0,0,0,0,0.306034482758621
"29",29,0,0,0,0,0,0,0,0,0.319755600814664
"30",30,0,0,0,0,0,0,0,0,0.262114537444934
"31",31,0,0,0,0,0,0,0,0,0.270103092783505
"32",32,0,0,0,0,0,0,0,0,0.281995661605206
"33",33,0,0,0,0,0,0,0,0,0.269315673289183
"34",34,0,0,0,0,0,0,0,0,0.258503401360544
"35",35,0,0,0,0,0,0,0,0,0.304780876494024
"36",36,0,0,0,0,0,0,0,0,0.276315789473684
"37",37,0,0,0,0,0,0,0,0,0.3158953722334
"38",38,0,0,0,0,0,0,0,0,0.291242362525458
"39",39,0,0,0,0,0,0,0,0,0.27536231884058
"40",40,0,0,0,0,0,0,0,0,0.284188034188034
"41",41,0,0,0,0,0,0,0,0,0.284518828451883
"42",42,0,0,0,0,0,0,0,0,0.240174672489083
"43",43,0,0,0,0,0,0,0,0,0.286282306163022
"44",44,0,0,0,0,0,0,0,0,0.281720430107527
"45",45,0,0,0,0,0,0,0,0,0.298828125
"46",46,0,0,0,0,0,0,0,0,0.290983606557377
"47",47,0,0,0,0,0,0,0,0,0.287698412698413
"48",48,0,0,0,0,0,0,0,0,0.318725099601594
"49",49,0,0,0,0,0,0,0,0,0.290650406504065
"50",50,0,0,0,0,0,0,0,0,0.253303964757709
