"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.023972602739726
"2",2,0,0,0,0,0,0.03125
"3",3,0,0,0,0,0,0.0410958904109589
"4",4,0,0,0,0,0,0.0277777777777778
"5",5,0,0,0,0,0,0.0416666666666667
"6",6,0,0,0,0,0,0.0078740157480315
"7",7,0,0,0,0,0,0.0175438596491228
"8",8,0,0,0,0,0,0.0153846153846154
"9",9,0,0,0,0,0,0.0271186440677966
"10",10,0,0,0,0,0,0.014336917562724
"11",11,0,0,0,0,0,0.036
"12",12,0,0,0,0,0,0.00714285714285714
"13",13,0,0,0,0,0,0.04
"14",14,0,0,0,0,0,0.0243055555555556
"15",15,0,0,0,0,0,0.024822695035461
"16",16,0,0,0,0,0,0.0422535211267606
"17",17,0,0,0,0,0,0.0358306188925081
"18",18,0,0,0,0,0,0.040133779264214
"19",19,0,0,0,0,0,0.0471014492753623
"20",20,0,0,0,0,0,0.00772200772200772
"21",21,0,0,0,0,0,0.021505376344086
"22",22,0,0,0,0,0,0.0152091254752852
"23",23,0,0,0,0,0,0.03690036900369
"24",24,0,0,0,0,0,0.0284697508896797
"25",25,0,0,0,0,0,0.0150943396226415
"26",26,0,0,0,0,0,0.0196078431372549
"27",27,0,0,0,0,0,0.0242914979757085
"28",28,0,0,0,0,0,0.0320284697508897
"29",29,0,0,0,0,0,0.0355871886120996
"30",30,0,0,0,0,0,0.0419847328244275
"31",31,0,0,0,0,0,0.0145454545454545
"32",32,0,0,0,0,0,0.0238095238095238
"33",33,0,0,0,0,0,0.0208333333333333
"34",34,0,0,0,0,0,0.0461538461538462
"35",35,0,0,0,0,0,0.0148698884758364
"36",36,0,0,0,0,0,0.0426356589147287
"37",37,0,0,0,0,0,0.0416666666666667
"38",38,0,0,0,0,0,0.0288808664259928
"39",39,0,0,0,0,0,0.015625
"40",40,0,0,0,0,0,0.0355871886120996
"41",41,0,0,0,0,0,0.036231884057971
"42",42,0,0,0,0,0,0.0359712230215827
"43",43,0,0,0,0,0,0.0186567164179104
"44",44,0,0,0,0,0,0.0347490347490347
"45",45,0,0,0,0,0,0.021978021978022
"46",46,0,0,0,0,0,0.0185873605947955
"47",47,0,0,0,0,0,0.0144927536231884
"48",48,0,0,0,0,0,0.0284697508896797
"49",49,0,0,0,0,0,0.0125523012552301
"50",50,0,0,0,0,0,0.0294117647058824
