"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch"
"1",1,0.100840336134454,0,0,0,0
"2",2,0.0948275862068965,0,0,0,0
"3",3,0.0630252100840336,0,0,0,0
"4",4,0.119341563786008,0,0,0,0
"5",5,0.117424242424242,0,0,0,0
"6",6,0.0956175298804781,0,0,0,0
"7",7,0.0775510204081633,0,0,0,0
"8",8,0.106719367588933,0,0,0,0
"9",9,0.0952380952380952,0,0,0,0
"10",10,0.101626016260163,0,0,0,0
"11",11,0.0661157024793388,0,0,0,0
"12",12,0.085972850678733,0,0,0,0
"13",13,0.0688073394495413,0,0,0,0
"14",14,0.109489051094891,0,0,0,0
"15",15,0.091703056768559,0,0,0,0
"16",16,0.102362204724409,0,0,0,0
"17",17,0.11522633744856,0,0,0,0
"18",18,0.0931174089068826,0,0,0,0
"19",19,0.112903225806452,0,0,0,0
"20",20,0.130952380952381,0,0,0,0
"21",21,0.0707964601769911,0,0,0,0
"22",22,0.101214574898785,0,0,0,0
"23",23,0.0602409638554217,0,0,0,0
"24",24,0.0444444444444444,0,0,0,0
"25",25,0.0862745098039216,0,0,0,0
"26",26,0.113821138211382,0,0,0,0
"27",27,0.100840336134454,0,0,0,0
"28",28,0.122137404580153,0,0,0,0
"29",29,0.0955882352941176,0,0,0,0
"30",30,0.102661596958175,0,0,0,0
"31",31,0.1015625,0,0,0,0
"32",32,0.0862068965517241,0,0,0,0
"33",33,0.116465863453815,0,0,0,0
"34",34,0.109090909090909,0,0,0,0
"35",35,0.0905511811023622,0,0,0,0
"36",36,0.0934959349593496,0,0,0,0
"37",37,0.0711297071129707,0,0,0,0
"38",38,0.110204081632653,0,0,0,0
"39",39,0.146718146718147,0,0,0,0
"40",40,0.0753138075313808,0,0,0,0
"41",41,0.0785123966942149,0,0,0,0
"42",42,0.101167315175097,0,0,0,0
"43",43,0.0950413223140496,0,0,0,0
"44",44,0.0772532188841202,0,0,0,0
"45",45,0.0861244019138756,0,0,0,0
"46",46,0.0787037037037037,0,0,0,0
"47",47,0.0794979079497908,0,0,0,0
"48",48,0.0892018779342723,0,0,0,0
"49",49,0.107142857142857,0,0,0,0
"50",50,0.101321585903084,0,0,0,0
