"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.0704960835509138,0.0731070496083551,0,0,0,0
"2",2,0,0.0784313725490196,0.0812807881773399,0,0,0,0
"3",3,0,0.110024449877751,0.111650485436893,0,0,0,0
"4",4,0,0.0902255639097744,0.097799511002445,0,0,0,0
"5",5,0,0.091358024691358,0.0784810126582278,0,0,0,0
"6",6,0,0.0680628272251309,0.077720207253886,0,0,0,0
"7",7,0,0.0829145728643216,0.0898058252427184,0,0,0,0
"8",8,0,0.0925,0.1,0,0,0,0
"9",9,0,0.0966921119592875,0.0925449871465296,0,0,0,0
"10",10,0,0.0757180156657963,0.0686015831134565,0,0,0,0
"11",11,0,0.0982367758186398,0.0801033591731266,0,0,0,0
"12",12,0,0.0978835978835979,0.102902374670185,0,0,0,0
"13",13,0,0.085427135678392,0.101485148514851,0,0,0,0
"14",14,0,0.0761421319796954,0.085427135678392,0,0,0,0
"15",15,0,0.0706806282722513,0.0697674418604651,0,0,0,0
"16",16,0,0.0925,0.0883838383838384,0,0,0,0
"17",17,0,0.0994897959183673,0.104060913705584,0,0,0,0
"18",18,0,0.0923076923076923,0.089058524173028,0,0,0,0
"19",19,0,0.082687338501292,0.0852713178294574,0,0,0,0
"20",20,0,0.0694087403598972,0.0825,0,0,0,0
"21",21,0,0.11566265060241,0.102189781021898,0,0,0,0
"22",22,0,0.0877659574468085,0.0837837837837838,0,0,0,0
"23",23,0,0.0887096774193548,0.0773333333333333,0,0,0,0
"24",24,0,0.0831234256926952,0.0701754385964912,0,0,0,0
"25",25,0,0.0957178841309824,0.115479115479115,0,0,0,0
"26",26,0,0.0926829268292683,0.0976190476190476,0,0,0,0
"27",27,0,0.092964824120603,0.0960591133004926,0,0,0,0
"28",28,0,0.0775401069518717,0.0848806366047745,0,0,0,0
"29",29,0,0.108641975308642,0.103960396039604,0,0,0,0
"30",30,0,0.106965174129353,0.112219451371571,0,0,0,0
"31",31,0,0.102756892230576,0.0945273631840796,0,0,0,0
"32",32,0,0.099009900990099,0.100737100737101,0,0,0,0
"33",33,0,0.0904392764857881,0.0878552971576227,0,0,0,0
"34",34,0,0.0934343434343434,0.0970149253731343,0,0,0,0
"35",35,0,0.0958549222797927,0.0866141732283465,0,0,0,0
"36",36,0,0.0880829015544041,0.0883116883116883,0,0,0,0
"37",37,0,0.0875331564986737,0.0890052356020942,0,0,0,0
"38",38,0,0.0916030534351145,0.0904522613065327,0,0,0,0
"39",39,0,0.0870646766169154,0.0776942355889724,0,0,0,0
"40",40,0,0.109004739336493,0.107142857142857,0,0,0,0
"41",41,0,0.0637755102040816,0.0671834625322997,0,0,0,0
"42",42,0,0.0920096852300242,0.105515587529976,0,0,0,0
"43",43,0,0.095360824742268,0.119106699751861,0,0,0,0
"44",44,0,0.0806045340050378,0.0958230958230958,0,0,0,0
"45",45,0,0.0844327176781003,0.0771276595744681,0,0,0,0
"46",46,0,0.0697674418604651,0.0719794344473008,0,0,0,0
"47",47,0,0.0758807588075881,0.082010582010582,0,0,0,0
"48",48,0,0.0863874345549738,0.0887728459530026,0,0,0,0
"49",49,0,0.114678899082569,0.117647058823529,0,0,0,0
"50",50,0,0.0588235294117647,0.0526315789473684,0,0,0,0
