"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.0571428571428571
"2",2,0,0,0,0,0,0.0369230769230769
"3",3,0,0,0,0,0,0.0437710437710438
"4",4,0,0,0,0,0,0.0422077922077922
"5",5,0,0,0,0,0,0.049079754601227
"6",6,0,0,0,0,0,0.0407523510971787
"7",7,0,0,0,0,0,0.0402476780185759
"8",8,0,0,0,0,0,0.043613707165109
"9",9,0,0,0,0,0,0.0476190476190476
"10",10,0,0,0,0,0,0.0375
"11",11,0,0,0,0,0,0.0509554140127389
"12",12,0,0,0,0,0,0.0430769230769231
"13",13,0,0,0,0,0,0.0363036303630363
"14",14,0,0,0,0,0,0.0568862275449102
"15",15,0,0,0,0,0,0.0351437699680511
"16",16,0,0,0,0,0,0.0599369085173502
"17",17,0,0,0,0,0,0.0330882352941176
"18",18,0,0,0,0,0,0.0308219178082192
"19",19,0,0,0,0,0,0.0323624595469256
"20",20,0,0,0,0,0,0.0266666666666667
"21",21,0,0,0,0,0,0.0288461538461538
"22",22,0,0,0,0,0,0.0516717325227964
"23",23,0,0,0,0,0,0.0714285714285714
"24",24,0,0,0,0,0,0.0427631578947368
"25",25,0,0,0,0,0,0.051948051948052
"26",26,0,0,0,0,0,0.0411392405063291
"27",27,0,0,0,0,0,0.046583850931677
"28",28,0,0,0,0,0,0.0233333333333333
"29",29,0,0,0,0,0,0.0287539936102236
"30",30,0,0,0,0,0,0.020979020979021
"31",31,0,0,0,0,0,0.0409556313993174
"32",32,0,0,0,0,0,0.0382165605095541
"33",33,0,0,0,0,0,0.0262295081967213
"34",34,0,0,0,0,0,0.0521472392638037
"35",35,0,0,0,0,0,0.0388349514563107
"36",36,0,0,0,0,0,0.031055900621118
"37",37,0,0,0,0,0,0.0482315112540193
"38",38,0,0,0,0,0,0.0426829268292683
"39",39,0,0,0,0,0,0.0273972602739726
"40",40,0,0,0,0,0,0.0387096774193548
"41",41,0,0,0,0,0,0.040625
"42",42,0,0,0,0,0,0.0159744408945687
"43",43,0,0,0,0,0,0.0398773006134969
"44",44,0,0,0,0,0,0.0206896551724138
"45",45,0,0,0,0,0,0.0532915360501567
"46",46,0,0,0,0,0,0.0498442367601246
"47",47,0,0,0,0,0,0.0457516339869281
"48",48,0,0,0,0,0,0.0507936507936508
"49",49,0,0,0,0,0,0.0368098159509202
"50",50,0,0,0,0,0,0.0476190476190476
