"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0.0967741935483871,0.100574712643678,0,0,0
"2",2,0,0.104956268221574,0.087719298245614,0,0,0
"3",3,0,0.121293800539084,0.103260869565217,0,0,0
"4",4,0,0.0814606741573034,0.0906593406593407,0,0,0
"5",5,0,0.100574712643678,0.0811594202898551,0,0,0
"6",6,0,0.0840336134453782,0.0983606557377049,0,0,0
"7",7,0,0.0883977900552486,0.0840108401084011,0,0,0
"8",8,0,0.08,0,0,0,0
"9",9,0,0.0953678474114441,0.0913978494623656,0,0,0
"10",10,0,0.063013698630137,0.0771276595744681,0,0,0
"11",11,0,0.115281501340483,0.109333333333333,0,0,0
"12",12,0,0.0894308943089431,0.11139896373057,0,0,0
"13",13,0,0.0933333333333333,0.0997375328083989,0,0,0
"14",14,0,0.118110236220472,0.103723404255319,0,0,0
"15",15,0,0.111428571428571,0.0968660968660969,0,0,0
"16",16,0,0.116402116402116,0.104,0,0,0
"17",17,0,0.0641399416909621,0.0742857142857143,0,0,0
"18",18,0,0.072463768115942,0.0947075208913649,0,0,0
"19",19,0,0.105571847507331,0.109243697478992,0,0,0
"20",20,0,0.0918918918918919,0.0868421052631579,0,0,0
"21",21,0,0.0826210826210826,0.101369863013699,0,0,0
"22",22,0,0.10752688172043,0.121447028423773,0,0,0
"23",23,0,0.103641456582633,0.0875706214689266,0,0,0
"24",24,0,0.117647058823529,0.109919571045576,0,0,0
"25",25,0,0.0828571428571429,0.0628571428571429,0,0,0
"26",26,0,0.103932584269663,0.12396694214876,0,0,0
"27",27,0,0.0706521739130435,0.0916230366492147,0,0,0
"28",28,0,0.0712250712250712,0.0864864864864865,0,0,0
"29",29,0,0.0849315068493151,0.0752688172043011,0,0,0
"30",30,0,0.0520231213872832,0.0767123287671233,0,0,0
"31",31,0,0.0842696629213483,0.102209944751381,0,0,0
"32",32,0,0.0991253644314869,0.0948275862068965,0,0,0
"33",33,0,0.0930232558139535,0.094017094017094,0,0,0
"34",34,0,0.0835734870317003,0.0826210826210826,0,0,0
"35",35,0,0.10443864229765,0.120906801007557,0,0,0
"36",36,0,0.0914285714285714,0.0861111111111111,0,0,0
"37",37,0,0.0786516853932584,0.0911528150134048,0,0,0
"38",38,0,0.111111111111111,0.103626943005181,0,0,0
"39",39,0,0.0945945945945946,0.0909090909090909,0,0,0
"40",40,0,0.0974212034383954,0.0965909090909091,0,0,0
"41",41,0,0.0979381443298969,0.0803108808290155,0,0,0
"42",42,0,0.106493506493506,0.105263157894737,0,0,0
"43",43,0,0.0868347338935574,0.0867208672086721,0,0,0
"44",44,0,0.0843023255813953,0.10989010989011,0,0,0
"45",45,0,0.0775401069518717,0.0710526315789474,0,0,0
"46",46,0,0.0847953216374269,0.0847953216374269,0,0,0
"47",47,0,0.0806916426512968,0.056980056980057,0,0,0
"48",48,0,0.0831024930747922,0.0981432360742706,0,0,0
"49",49,0,0.10498687664042,0.0835509138381201,0,0,0
"50",50,0,0.0978835978835979,0.0848806366047745,0,0,0
