"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.14004914004914
"2",2,0,0,0,0,0,0,0,0.130952380952381
"3",3,0,0,0,0,0,0,0,0.147971360381862
"4",4,0,0,0,0,0,0,0,0.105793450881612
"5",5,0,0,0,0,0,0,0,0.108433734939759
"6",6,0,0,0,0,0,0,0,0.140394088669951
"7",7,0,0,0,0,0,0,0,0.152334152334152
"8",8,0,0,0,0,0,0,0,0.0798969072164948
"9",9,0,0,0,0,0,0,0,0.124423963133641
"10",10,0,0,0,0,0,0,0,0.117206982543641
"11",11,0,0,0,0,0,0,0,0.116222760290557
"12",12,0,0,0,0,0,0,0,0.130120481927711
"13",13,0,0,0,0,0,0,0,0.123515439429929
"14",14,0,0,0,0,0,0,0,0.114634146341463
"15",15,0,0,0,0,0,0,0,0
"16",16,0,0,0,0,0,0,0,0.118811881188119
"17",17,0,0,0,0,0,0,0,0.0837696335078534
"18",18,0,0,0,0,0,0,0,0.0957446808510638
"19",19,0,0,0,0,0,0,0,0.121518987341772
"20",20,0,0,0,0,0,0,0,0.116788321167883
"21",21,0,0,0,0,0,0,0,0.112709832134293
"22",22,0,0,0,0,0,0,0,0.139650872817955
"23",23,0,0,0,0,0,0,0,0.107317073170732
"24",24,0,0,0,0,0,0,0,0.149769585253456
"25",25,0,0,0,0,0,0,0,0.126237623762376
"26",26,0,0,0,0,0,0,0,0.12987012987013
"27",27,0,0,0,0,0,0,0,0.125592417061611
"28",28,0,0,0,0,0,0,0,0.128395061728395
"29",29,0,0,0,0,0,0,0,0.130653266331658
"30",30,0,0,0,0,0,0,0,0.122119815668203
"31",31,0,0,0,0,0,0,0,0.138349514563107
"32",32,0,0,0,0,0,0,0,0.104878048780488
"33",33,0,0,0,0,0,0,0,0.124069478908189
"34",34,0,0,0,0,0,0,0,0.111688311688312
"35",35,0,0,0,0,0,0,0,0.127604166666667
"36",36,0,0,0,0,0,0,0,0.113636363636364
"37",37,0,0,0,0,0,0,0,0.116788321167883
"38",38,0,0,0,0,0,0,0,0.0921052631578947
"39",39,0,0,0,0,0,0,0,0.102362204724409
"40",40,0,0,0,0,0,0,0,0.124087591240876
"41",41,0,0,0,0,0,0,0,0.121951219512195
"42",42,0,0,0,0,0,0,0,0.12
"43",43,0,0,0,0,0,0,0,0.10831234256927
"44",44,0,0,0,0,0,0,0,0.115479115479115
"45",45,0,0,0,0,0,0,0,0.0886075949367089
"46",46,0,0,0,0,0,0,0,0.131578947368421
"47",47,0,0,0,0,0,0,0,0.106280193236715
"48",48,0,0,0,0,0,0,0,0.11166253101737
"49",49,0,0,0,0,0,0,0,0.130541871921182
"50",50,0,0,0,0,0,0,0,0.137592137592138
