"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.190909090909091
"2",2,0,0,0,0,0,0,0,0,0.177777777777778
"3",3,0,0,0,0,0,0,0,0,0.18510158013544
"4",4,0,0,0,0,0,0,0,0,0.192389006342495
"5",5,0,0,0,0,0,0,0,0,0.206666666666667
"6",6,0,0,0,0,0,0,0,0,0.176056338028169
"7",7,0,0,0,0,0,0,0,0,0.20682302771855
"8",8,0,0,0,0,0,0,0,0,0.178649237472767
"9",9,0,0,0,0,0,0,0,0,0.168949771689498
"10",10,0,0,0,0,0,0,0,0,0.188183807439825
"11",11,0,0,0,0,0,0,0,0,0.186295503211991
"12",12,0,0,0,0,0,0,0,0,0.198275862068966
"13",13,0,0,0,0,0,0,0,0,0.196162046908316
"14",14,0,0,0,0,0,0,0,0,0.196467991169978
"15",15,0,0,0,0,0,0,0,0,0.177130044843049
"16",16,0,0,0,0,0,0,0,0,0.161363636363636
"17",17,0,0,0,0,0,0,0,0,0.173423423423423
"18",18,0,0,0,0,0,0,0,0,0.198675496688742
"19",19,0,0,0,0,0,0,0,0,0.232704402515723
"20",20,0,0,0,0,0,0,0,0,0.190064794816415
"21",21,0,0,0,0,0,0,0,0,0.196319018404908
"22",22,0,0,0,0,0,0,0,0,0.183257918552036
"23",23,0,0,0,0,0,0,0,0,0.174008810572687
"24",24,0,0,0,0,0,0,0,0,0.20507399577167
"25",25,0,0,0,0,0,0,0,0,0.182017543859649
"26",26,0,0,0,0,0,0,0,0,0.225409836065574
"27",27,0,0,0,0,0,0,0,0,0.171306209850107
"28",28,0,0,0,0,0,0,0,0,0.192139737991266
"29",29,0,0,0,0,0,0,0,0,0.175398633257403
"30",30,0,0,0,0,0,0,0,0,0.186516853932584
"31",31,0,0,0,0,0,0,0,0,0.203579418344519
"32",32,0,0,0,0,0,0,0,0,0.178733031674208
"33",33,0,0,0,0,0,0,0,0,0.168981481481481
"34",34,0,0,0,0,0,0,0,0,0.194063926940639
"35",35,0,0,0,0,0,0,0,0,0.186046511627907
"36",36,0,0,0,0,0,0,0,0,0.200873362445415
"37",37,0,0,0,0,0,0,0,0,0.183406113537118
"38",38,0,0,0,0,0,0,0,0,0.194805194805195
"39",39,0,0,0,0,0,0,0,0,0.185745140388769
"40",40,0,0,0,0,0,0,0,0,0.192771084337349
"41",41,0,0,0,0,0,0,0,0,0.166666666666667
"42",42,0,0,0,0,0,0,0,0,0.176211453744493
"43",43,0,0,0,0,0,0,0,0,0.178111587982833
"44",44,0,0,0,0,0,0,0,0,0.183628318584071
"45",45,0,0,0,0,0,0,0,0,0.189010989010989
"46",46,0,0,0,0,0,0,0,0,0.175675675675676
"47",47,0,0,0,0,0,0,0,0,0.199095022624434
"48",48,0,0,0,0,0,0,0,0,0.160356347438753
"49",49,0,0,0,0,0,0,0,0,0.190064794816415
"50",50,0,0,0,0,0,0,0,0,0.183257918552036
