"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.712
"2",2,0,0,0,0,0,0,0,0,0.74
"3",3,0,0,0,0,0,0,0,0,0.722
"4",4,0,0,0,0,0,0,0,0,0.764
"5",5,0,0,0,0,0,0,0,0,0.714
"6",6,0,0,0,0,0,0,0,0,0.702
"7",7,0,0,0,0,0,0,0,0,0.744
"8",8,0,0,0,0,0,0,0,0,0.754
"9",9,0,0,0,0,0,0,0,0,0.728
"10",10,0,0,0,0,0,0,0,0,0.742
"11",11,0,0,0,0,0,0,0,0,0.76
"12",12,0,0,0,0,0,0,0,0,0.744
"13",13,0,0,0,0,0,0,0,0,0.754
"14",14,0,0,0,0,0,0,0,0,0.728
"15",15,0,0,0,0,0,0,0,0,0.734
"16",16,0,0,0,0,0,0,0,0,0.738
"17",17,0,0,0,0,0,0,0,0,0.734
"18",18,0,0,0,0,0,0,0,0,0.726
"19",19,0,0,0,0,0,0,0,0,0.732
"20",20,0,0,0,0,0,0,0,0,0.75
"21",21,0,0,0,0,0,0,0,0,0.786
"22",22,0,0,0,0,0,0,0,0,0.722
"23",23,0,0,0,0,0,0,0,0,0.75
"24",24,0,0,0,0,0,0,0,0,0.752
"25",25,0,0,0,0,0,0,0,0,0.746
"26",26,0,0,0,0,0,0,0,0,0.756
"27",27,0,0,0,0,0,0,0,0,0.774
"28",28,0,0,0,0,0,0,0,0,0.74
"29",29,0,0,0,0,0,0,0,0,0.724
"30",30,0,0,0,0,0,0,0,0,0.724
"31",31,0,0,0,0,0,0,0,0,0.712
"32",32,0,0,0,0,0,0,0,0,0.726
"33",33,0,0,0,0,0,0,0,0,0.718
"34",34,0,0,0,0,0,0,0,0,0.706
"35",35,0,0,0,0,0,0,0,0,0.77
"36",36,0,0,0,0,0,0,0,0,0.732
"37",37,0,0,0,0,0,0,0,0,0.748
"38",38,0,0,0,0,0,0,0,0,0.744
"39",39,0,0,0,0,0,0,0,0,0.754
"40",40,0,0,0,0,0,0,0,0,0.804
"41",41,0,0,0,0,0,0,0,0,0.7
"42",42,0,0,0,0,0,0,0,0,0.748
"43",43,0,0,0,0,0,0,0,0,0.766
"44",44,0,0,0,0,0,0,0,0,0.738
"45",45,0,0,0,0,0,0,0,0,0.738
"46",46,0,0,0,0,0,0,0,0,0.732
"47",47,0,0,0,0,0,0,0,0,0.708
"48",48,0,0,0,0,0,0,0,0,0.754
"49",49,0,0,0,0,0,0,0,0,0.75
"50",50,0,0,0,0,0,0,0,0,0.722
