"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.7
"2",2,0,0,0,0,0,0,0,0.73
"3",3,0,0,0,0,0,0,0,0.714
"4",4,0,0,0,0,0,0,0,0.71
"5",5,0,0,0,0,0,0,0,0.74
"6",6,0,0,0,0,0,0,0,0.698
"7",7,0,0,0,0,0,0,0,0.69
"8",8,0,0,0,0,0,0,0,0.714
"9",9,0,0,0,0,0,0,0,0.76
"10",10,0,0,0,0,0,0,0,0.708
"11",11,0,0,0,0,0,0,0,0.73
"12",12,0,0,0,0,0,0,0,0.722
"13",13,0,0,0,0,0,0,0,0.738
"14",14,0,0,0,0,0,0,0,0.726
"15",15,0,0,0,0,0,0,0,0
"16",16,0,0,0,0,0,0,0,0.712
"17",17,0,0,0,0,0,0,0,0.7
"18",18,0,0,0,0,0,0,0,0.68
"19",19,0,0,0,0,0,0,0,0.694
"20",20,0,0,0,0,0,0,0,0.726
"21",21,0,0,0,0,0,0,0,0.74
"22",22,0,0,0,0,0,0,0,0.69
"23",23,0,0,0,0,0,0,0,0.732
"24",24,0,0,0,0,0,0,0,0.738
"25",25,0,0,0,0,0,0,0,0.706
"26",26,0,0,0,0,0,0,0,0.67
"27",27,0,0,0,0,0,0,0,0.738
"28",28,0,0,0,0,0,0,0,0.706
"29",29,0,0,0,0,0,0,0,0.692
"30",30,0,0,0,0,0,0,0,0.762
"31",31,0,0,0,0,0,0,0,0.71
"32",32,0,0,0,0,0,0,0,0.734
"33",33,0,0,0,0,0,0,0,0.706
"34",34,0,0,0,0,0,0,0,0.684
"35",35,0,0,0,0,0,0,0,0.67
"36",36,0,0,0,0,0,0,0,0.702
"37",37,0,0,0,0,0,0,0,0.726
"38",38,0,0,0,0,0,0,0,0.69
"39",39,0,0,0,0,0,0,0,0.684
"40",40,0,0,0,0,0,0,0,0.72
"41",41,0,0,0,0,0,0,0,0.72
"42",42,0,0,0,0,0,0,0,0.704
"43",43,0,0,0,0,0,0,0,0.708
"44",44,0,0,0,0,0,0,0,0.72
"45",45,0,0,0,0,0,0,0,0.72
"46",46,0,0,0,0,0,0,0,0.726
"47",47,0,0,0,0,0,0,0,0.74
"48",48,0,0,0,0,0,0,0,0.716
"49",49,0,0,0,0,0,0,0,0.706
"50",50,0,0,0,0,0,0,0,0.702
