"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F"
"1",1,0,0,0,0,0,0.0357142857142857
"2",2,0,0,0,0,0,0.0336134453781513
"3",3,0,0,0,0,0,0
"4",4,0,0,0,0,0,0.0208333333333333
"5",5,0,0,0,0,0,0.00757575757575758
"6",6,0,0,0,0,0,0
"7",7,0,0,0,0,0,0
"8",8,0,0,0,0,0,0.00909090909090909
"9",9,0,0,0,0,0,0
"10",10,0,0,0,0,0,0.0120481927710843
"11",11,0,0,0,0,0,0.0175438596491228
"12",12,0,0,0,0,0,0.0158730158730159
"13",13,0,0,0,0,0,0.01
"14",14,0,0,0,0,0,0
"15",15,0,0,0,0,0,0.0206185567010309
"16",16,0,0,0,0,0,0.0285714285714286
"17",17,0,0,0,0,0,0
"18",18,0,0,0,0,0,0
"19",19,0,0,0,0,0,0
"20",20,0,0,0,0,0,0
"21",21,0,0,0,0,0,0.0247933884297521
"22",22,0,0,0,0,0,0
"23",23,0,0,0,0,0,0
"24",24,0,0,0,0,0,0
"25",25,0,0,0,0,0,0
"26",26,0,0,0,0,0,0.015625
"27",27,0,0,0,0,0,0
"28",28,0,0,0,0,0,0.00934579439252336
"29",29,0,0,0,0,0,0.021505376344086
"30",30,0,0,0,0,0,0.00980392156862745
"31",31,0,0,0,0,0,0.0192307692307692
"32",32,0,0,0,0,0,0.00970873786407767
"33",33,0,0,0,0,0,0
"34",34,0,0,0,0,0,0.00900900900900901
"35",35,0,0,0,0,0,0
"36",36,0,0,0,0,0,0.0142857142857143
"37",37,0,0,0,0,0,0
"38",38,0,0,0,0,0,0
"39",39,0,0,0,0,0,0.0113636363636364
"40",40,0,0,0,0,0,0.00892857142857143
"41",41,0,0,0,0,0,0
"42",42,0,0,0,0,0,0
"43",43,0,0,0,0,0,0.00943396226415094
"44",44,0,0,0,0,0,0
"45",45,0,0,0,0,0,0
"46",46,0,0,0,0,0,0.027027027027027
"47",47,0,0,0,0,0,0
"48",48,0,0,0,0,0,0
"49",49,0,0,0,0,0,0.0297029702970297
"50",50,0,0,0,0,0,0.00735294117647059
