"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.148148148148148
"2",2,0,0,0,0,0,0,0,0,0.18780487804878
"3",3,0,0,0,0,0,0,0,0,0.175977653631285
"4",4,0,0,0,0,0,0,0,0,0.159340659340659
"5",5,0,0,0,0,0,0,0,0,0.15
"6",6,0,0,0,0,0,0,0,0,0.186170212765957
"7",7,0,0,0,0,0,0,0,0,0.154471544715447
"8",8,0,0,0,0,0,0,0,0,0.183462532299742
"9",9,0,0,0,0,0,0,0,0,0.146892655367232
"10",10,0,0,0,0,0,0,0,0,0.157333333333333
"11",11,0,0,0,0,0,0,0,0,0.141666666666667
"12",12,0,0,0,0,0,0,0,0,0.144067796610169
"13",13,0,0,0,0,0,0,0,0,0.198924731182796
"14",14,0,0,0,0,0,0,0,0,0.163588390501319
"15",15,0,0,0,0,0,0,0,0,0.198895027624309
"16",16,0,0,0,0,0,0,0,0,0.134831460674157
"17",17,0,0,0,0,0,0,0,0,0.167146974063401
"18",18,0,0,0,0,0,0,0,0,0.162087912087912
"19",19,0,0,0,0,0,0,0,0,0.167979002624672
"20",20,0,0,0,0,0,0,0,0,0.140243902439024
"21",21,0,0,0,0,0,0,0,0,0.158176943699732
"22",22,0,0,0,0,0,0,0,0,0.166666666666667
"23",23,0,0,0,0,0,0,0,0,0.147727272727273
"24",24,0,0,0,0,0,0,0,0,0.146067415730337
"25",25,0,0,0,0,0,0,0,0,0.175977653631285
"26",26,0,0,0,0,0,0,0,0,0.140298507462687
"27",27,0,0,0,0,0,0,0,0,0.144772117962467
"28",28,0,0,0,0,0,0,0,0,0.155737704918033
"29",29,0,0,0,0,0,0,0,0,0.142450142450142
"30",30,0,0,0,0,0,0,0,0,0.167539267015707
"31",31,0,0,0,0,0,0,0,0,0.183783783783784
"32",32,0,0,0,0,0,0,0,0,0.146341463414634
"33",33,0,0,0,0,0,0,0,0,0.156756756756757
"34",34,0,0,0,0,0,0,0,0,0.182608695652174
"35",35,0,0,0,0,0,0,0,0,0.193069306930693
"36",36,0,0,0,0,0,0,0,0,0.184782608695652
"37",37,0,0,0,0,0,0,0,0,0.171052631578947
"38",38,0,0,0,0,0,0,0,0,0.159459459459459
"39",39,0,0,0,0,0,0,0,0,0.163538873994638
"40",40,0,0,0,0,0,0,0,0,0.158469945355191
"41",41,0,0,0,0,0,0,0,0,0.144171779141104
"42",42,0,0,0,0,0,0,0,0,0.1671826625387
"43",43,0,0,0,0,0,0,0,0,0.168937329700272
"44",44,0,0,0,0,0,0,0,0,0.150537634408602
"45",45,0,0,0,0,0,0,0,0,0.175141242937853
"46",46,0,0,0,0,0,0,0,0,0.169354838709677
"47",47,0,0,0,0,0,0,0,0,0.172804532577904
"48",48,0,0,0,0,0,0,0,0,0.126506024096386
"49",49,0,0,0,0,0,0,0,0,0.151260504201681
"50",50,0,0,0,0,0,0,0,0,0.149122807017544
