"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.644
"2",2,0,0,0,0,0,0,0,0,0.666
"3",3,0,0,0,0,0,0,0,0,0.59
"4",4,0,0,0,0,0,0,0,0,0.612
"5",5,0,0,0,0,0,0,0,0,0.612
"6",6,0,0,0,0,0,0,0,0,0.612
"7",7,0,0,0,0,0,0,0,0,0.624
"8",8,0,0,0,0,0,0,0,0,0.632
"9",9,0,0,0,0,0,0,0,0,0.604
"10",10,0,0,0,0,0,0,0,0,0.632
"11",11,0,0,0,0,0,0,0,0,0.618
"12",12,0,0,0,0,0,0,0,0,0.606
"13",13,0,0,0,0,0,0,0,0,0.596
"14",14,0,0,0,0,0,0,0,0,0.634
"15",15,0,0,0,0,0,0,0,0,0.58
"16",16,0,0,0,0,0,0,0,0,0.616
"17",17,0,0,0,0,0,0,0,0,0.578
"18",18,0,0,0,0,0,0,0,0,0.61
"19",19,0,0,0,0,0,0,0,0,0.634
"20",20,0,0,0,0,0,0,0,0,0.564
"21",21,0,0,0,0,0,0,0,0,0.628
"22",22,0,0,0,0,0,0,0,0,0.59
"23",23,0,0,0,0,0,0,0,0,0.6
"24",24,0,0,0,0,0,0,0,0,0.608
"25",25,0,0,0,0,0,0,0,0,0.59
"26",26,0,0,0,0,0,0,0,0,0.576
"27",27,0,0,0,0,0,0,0,0,0.638
"28",28,0,0,0,0,0,0,0,0,0.618
"29",29,0,0,0,0,0,0,0,0,0.602
"30",30,0,0,0,0,0,0,0,0,0.636
"31",31,0,0,0,0,0,0,0,0,0.604
"32",32,0,0,0,0,0,0,0,0,0.56
"33",33,0,0,0,0,0,0,0,0,0.624
"34",34,0,0,0,0,0,0,0,0,0.564
"35",35,0,0,0,0,0,0,0,0,0.652
"36",36,0,0,0,0,0,0,0,0,0.6
"37",37,0,0,0,0,0,0,0,0,0.63
"38",38,0,0,0,0,0,0,0,0,0.622
"39",39,0,0,0,0,0,0,0,0,0.624
"40",40,0,0,0,0,0,0,0,0,0.616
"41",41,0,0,0,0,0,0,0,0,0.558
"42",42,0,0,0,0,0,0,0,0,0.538
"43",43,0,0,0,0,0,0,0,0,0.61
"44",44,0,0,0,0,0,0,0,0,0.632
"45",45,0,0,0,0,0,0,0,0,0.584
"46",46,0,0,0,0,0,0,0,0,0.618
"47",47,0,0,0,0,0,0,0,0,0.584
"48",48,0,0,0,0,0,0,0,0,0.58
"49",49,0,0,0,0,0,0,0,0,0.606
"50",50,0,0,0,0,0,0,0,0,0.582
