"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.636
"2",2,0,0,0,0,0,0,0,0,0.626
"3",3,0,0,0,0,0,0,0,0,0.606
"4",4,0,0,0,0,0,0,0,0,0.624
"5",5,0,0,0,0,0,0,0,0,0.582
"6",6,0,0,0,0,0,0,0,0,0.614
"7",7,0,0,0,0,0,0,0,0,0.638
"8",8,0,0,0,0,0,0,0,0,0.626
"9",9,0,0,0,0,0,0,0,0,0.68
"10",10,0,0,0,0,0,0,0,0,0.626
"11",11,0,0,0,0,0,0,0,0,0.6
"12",12,0,0,0,0,0,0,0,0,0.64
"13",13,0,0,0,0,0,0,0,0,0.592
"14",14,0,0,0,0,0,0,0,0,0.61
"15",15,0,0,0,0,0,0,0,0,0.586
"16",16,0,0,0,0,0,0,0,0,0.622
"17",17,0,0,0,0,0,0,0,0,0.606
"18",18,0,0,0,0,0,0,0,0,0.606
"19",19,0,0,0,0,0,0,0,0,0.62
"20",20,0,0,0,0,0,0,0,0,0.624
"21",21,0,0,0,0,0,0,0,0,0.624
"22",22,0,0,0,0,0,0,0,0,0.634
"23",23,0,0,0,0,0,0,0,0,0.574
"24",24,0,0,0,0,0,0,0,0,0.586
"25",25,0,0,0,0,0,0,0,0,0.616
"26",26,0,0,0,0,0,0,0,0,0.628
"27",27,0,0,0,0,0,0,0,0,0.562
"28",28,0,0,0,0,0,0,0,0,0.59
"29",29,0,0,0,0,0,0,0,0,0.648
"30",30,0,0,0,0,0,0,0,0,0.604
"31",31,0,0,0,0,0,0,0,0,0.642
"32",32,0,0,0,0,0,0,0,0,0.626
"33",33,0,0,0,0,0,0,0,0,0.604
"34",34,0,0,0,0,0,0,0,0,0.572
"35",35,0,0,0,0,0,0,0,0,0.58
"36",36,0,0,0,0,0,0,0,0,0.624
"37",37,0,0,0,0,0,0,0,0,0.616
"38",38,0,0,0,0,0,0,0,0,0.624
"39",39,0,0,0,0,0,0,0,0,0.638
"40",40,0,0,0,0,0,0,0,0,0.626
"41",41,0,0,0,0,0,0,0,0,0.618
"42",42,0,0,0,0,0,0,0,0,0.6
"43",43,0,0,0,0,0,0,0,0,0.644
"44",44,0,0,0,0,0,0,0,0,0.618
"45",45,0,0,0,0,0,0,0,0,0.596
"46",46,0,0,0,0,0,0,0,0,0.642
"47",47,0,0,0,0,0,0,0,0,0.644
"48",48,0,0,0,0,0,0,0,0,0.616
"49",49,0,0,0,0,0,0,0,0,0.61
"50",50,0,0,0,0,0,0,0,0,0.636
