"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.562
"2",2,0,0,0,0,0,0,0,0.572
"3",3,0,0,0,0,0,0,0,0.564
"4",4,0,0,0,0,0,0,0,0.582
"5",5,0,0,0,0,0,0,0,0.564
"6",6,0,0,0,0,0,0,0,0.596
"7",7,0,0,0,0,0,0,0,0.586
"8",8,0,0,0,0,0,0,0,0.596
"9",9,0,0,0,0,0,0,0,0.542
"10",10,0,0,0,0,0,0,0,0.584
"11",11,0,0,0,0,0,0,0,0.574
"12",12,0,0,0,0,0,0,0,0.568
"13",13,0,0,0,0,0,0,0,0.586
"14",14,0,0,0,0,0,0,0,0.652
"15",15,0,0,0,0,0,0,0,0.554
"16",16,0,0,0,0,0,0,0,0.536
"17",17,0,0,0,0,0,0,0,0.556
"18",18,0,0,0,0,0,0,0,0.518
"19",19,0,0,0,0,0,0,0,0.59
"20",20,0,0,0,0,0,0,0,0.524
"21",21,0,0,0,0,0,0,0,0.534
"22",22,0,0,0,0,0,0,0,0.562
"23",23,0,0,0,0,0,0,0,0.556
"24",24,0,0,0,0,0,0,0,0.512
"25",25,0,0,0,0,0,0,0,0.59
"26",26,0,0,0,0,0,0,0,0.56
"27",27,0,0,0,0,0,0,0,0.582
"28",28,0,0,0,0,0,0,0,0.562
"29",29,0,0,0,0,0,0,0,0.554
"30",30,0,0,0,0,0,0,0,0.578
"31",31,0,0,0,0,0,0,0,0.562
"32",32,0,0,0,0,0,0,0,0.614
"33",33,0,0,0,0,0,0,0,0.504
"34",34,0,0,0,0,0,0,0,0.562
"35",35,0,0,0,0,0,0,0,0.55
"36",36,0,0,0,0,0,0,0,0.568
"37",37,0,0,0,0,0,0,0,0.574
"38",38,0,0,0,0,0,0,0,0.546
"39",39,0,0,0,0,0,0,0,0.562
"40",40,0,0,0,0,0,0,0,0.6
"41",41,0,0,0,0,0,0,0,0.55
"42",42,0,0,0,0,0,0,0,0.6
"43",43,0,0,0,0,0,0,0,0.616
"44",44,0,0,0,0,0,0,0,0.57
"45",45,0,0,0,0,0,0,0,0.588
"46",46,0,0,0,0,0,0,0,0.592
"47",47,0,0,0,0,0,0,0,0.542
"48",48,0,0,0,0,0,0,0,0.588
"49",49,0,0,0,0,0,0,0,0.574
"50",50,0,0,0,0,0,0,0,0.536
