"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.081151832460733,0.0680628272251309,0,0,0,0
"2",2,0,0.0887096774193548,0.0933333333333333,0,0,0,0
"3",3,0,0.0921052631578947,0.0962025316455696,0,0,0,0
"4",4,0,0.0846560846560847,0.0979381443298969,0,0,0,0
"5",5,0,0.0878552971576227,0.0906735751295337,0,0,0,0
"6",6,0,0.116049382716049,0.107843137254902,0,0,0,0
"7",7,0,0.104513064133017,0.102625298329356,0,0,0,0
"8",8,0,0.0833333333333333,0.0997624703087886,0,0,0,0
"9",9,0,0.092896174863388,0.102902374670185,0,0,0,0
"10",10,0,0.0704960835509138,0.077120822622108,0,0,0,0
"11",11,0,0.0945945945945946,0.0802139037433155,0,0,0,0
"12",12,0,0.0858585858585859,0.0935960591133005,0,0,0,0
"13",13,0,0.0631868131868132,0.0646900269541779,0,0,0,0
"14",14,0,0.0931989924433249,0.107843137254902,0,0,0,0
"15",15,0,0.0735694822888283,0.0771276595744681,0,0,0,0
"16",16,0,0.09,0.0953545232273839,0,0,0,0
"17",17,0,0.121518987341772,0.110824742268041,0,0,0,0
"18",18,0,0.108527131782946,0.114713216957606,0,0,0,0
"19",19,0,0.103960396039604,0.0938271604938272,0,0,0,0
"20",20,0,0.124087591240876,0.0879396984924623,0,0,0,0
"21",21,0,0.108641975308642,0.106796116504854,0,0,0,0
"22",22,0,0.0558510638297872,0.0723514211886305,0,0,0,0
"23",23,0,0.119363395225464,0.1171875,0,0,0,0
"24",24,0,0.114077669902913,0.103960396039604,0,0,0,0
"25",25,0,0.0719794344473008,0,0,0,0,0
"26",26,0,0.0858585858585859,0.076530612244898,0,0,0,0
"27",27,0,0.103626943005181,0.108585858585859,0,0,0,0
"28",28,0,0.0835509138381201,0.0841836734693878,0,0,0,0
"29",29,0,0.106699751861042,0.102689486552567,0,0,0,0
"30",30,0,0.0982800982800983,0,0,0,0,0
"31",31,0,0.0681818181818182,0.0806845965770171,0,0,0,0
"32",32,0,0.0899182561307902,0.109947643979058,0,0,0,0
"33",33,0,0.109625668449198,0.116094986807388,0,0,0,0
"34",34,0,0.0810810810810811,0.0746666666666667,0,0,0,0
"35",35,0,0.0775401069518717,0.0863874345549738,0,0,0,0
"36",36,0,0.0801033591731266,0.0751295336787565,0,0,0,0
"37",37,0,0.0670103092783505,0.0612244897959184,0,0,0,0
"38",38,0,0.0773333333333333,0.0773333333333333,0,0,0,0
"39",39,0,0.105121293800539,0.10427807486631,0,0,0,0
"40",40,0,0.10427807486631,0.118251928020566,0,0,0,0
"41",41,0,0.0877659574468085,0.10831234256927,0,0,0,0
"42",42,0,0.0909090909090909,0.0949868073878628,0,0,0,0
"43",43,0,0.0771144278606965,0.0855745721271394,0,0,0,0
"44",44,0,0.121588089330025,0.115479115479115,0,0,0,0
"45",45,0,0.1025,0.110565110565111,0,0,0,0
"46",46,0,0.0755208333333333,0.0699481865284974,0,0,0,0
"47",47,0,0.111111111111111,0.116222760290557,0,0,0,0
"48",48,0,0.0814606741573034,0.103825136612022,0,0,0,0
"49",49,0,0.0835509138381201,0.105,0,0,0,0
"50",50,0,0.0962025316455696,0.0984848484848485,0,0,0,0
