"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.58224,0.0879488262418375
"2","2D_NPMLE",0.62372,0.0905154686151106
"3","Welch",0.48468,0.130824408116383
"4","B_F",0.26268,0.022689062380645
"5","Pooled_t",0.58332,0.0892390479917333
