"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.66
"2",2,0,0,0,0,0,0,0,0.684
"3",3,0,0,0,0,0,0,0,0.66
"4",4,0,0,0,0,0,0,0,0.64
"5",5,0,0,0,0,0,0,0,0.666
"6",6,0,0,0,0,0,0,0,0.668
"7",7,0,0,0,0,0,0,0,0.672
"8",8,0,0,0,0,0,0,0,0.664
"9",9,0,0,0,0,0,0,0,0.638
"10",10,0,0,0,0,0,0,0,0.648
"11",11,0,0,0,0,0,0,0,0.662
"12",12,0,0,0,0,0,0,0,0.67
"13",13,0,0,0,0,0,0,0,0.64
"14",14,0,0,0,0,0,0,0,0.636
"15",15,0,0,0,0,0,0,0,0.638
"16",16,0,0,0,0,0,0,0,0.676
"17",17,0,0,0,0,0,0,0,0.686
"18",18,0,0,0,0,0,0,0,0.654
"19",19,0,0,0,0,0,0,0,0.666
"20",20,0,0,0,0,0,0,0,0.658
"21",21,0,0,0,0,0,0,0,0.662
"22",22,0,0,0,0,0,0,0,0.658
"23",23,0,0,0,0,0,0,0,0.66
"24",24,0,0,0,0,0,0,0,0.668
"25",25,0,0,0,0,0,0,0,0.652
"26",26,0,0,0,0,0,0,0,0.696
"27",27,0,0,0,0,0,0,0,0.696
"28",28,0,0,0,0,0,0,0,0.648
"29",29,0,0,0,0,0,0,0,0.676
"30",30,0,0,0,0,0,0,0,0.702
"31",31,0,0,0,0,0,0,0,0.624
"32",32,0,0,0,0,0,0,0,0.656
"33",33,0,0,0,0,0,0,0,0.666
"34",34,0,0,0,0,0,0,0,0.678
"35",35,0,0,0,0,0,0,0,0.628
"36",36,0,0,0,0,0,0,0,0.65
"37",37,0,0,0,0,0,0,0,0.678
"38",38,0,0,0,0,0,0,0,0.668
"39",39,0,0,0,0,0,0,0,0.662
"40",40,0,0,0,0,0,0,0,0.674
"41",41,0,0,0,0,0,0,0,0.654
"42",42,0,0,0,0,0,0,0,0.672
"43",43,0,0,0,0,0,0,0,0.678
"44",44,0,0,0,0,0,0,0,0.672
"45",45,0,0,0,0,0,0,0,0.676
"46",46,0,0,0,0,0,0,0,0.652
"47",47,0,0,0,0,0,0,0,0.618
"48",48,0,0,0,0,0,0,0,0.648
"49",49,0,0,0,0,0,0,0,0.692
"50",50,0,0,0,0,0,0,0,0.676
