"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t"
"1",1,0,0.628,0.636,0,0.616,0.542,0.628
"2",2,0,0.65,0.69,0,0.642,0.576,0.65
"3",3,0,0.62,0.654,0,0.614,0.566,0.62
"4",4,0,0.62,0.658,0,0.614,0.57,0.62
"5",5,0,0.642,0.686,0,0.632,0.594,0.642
"6",6,0,0.68,0.71,0,0.668,0.612,0.68
"7",7,0,0.644,0.658,0,0.628,0.556,0.644
"8",8,0,0.628,0.652,0,0.614,0.544,0.628
"9",9,0,0.614,0.632,0,0.606,0.56,0.614
"10",10,0,0.586,0.624,0,0.578,0.538,0.586
"11",11,0,0.62,0.66,0,0.604,0.558,0.62
"12",12,0,0.596,0.636,0,0.582,0.522,0.598
"13",13,0,0.604,0.638,0,0.592,0.536,0.61
"14",14,0,0.624,0.676,0,0.612,0.534,0.624
"15",15,0,0.622,0.65,0,0.616,0.572,0.622
"16",16,0,0.614,0.638,0,0.59,0.524,0.614
"17",17,0,0.65,0.666,0,0.636,0.582,0.65
"18",18,0,0.64,0.668,0,0.626,0.582,0.64
"19",19,0,0.658,0.69,0,0.648,0.598,0.658
"20",20,0,0.58,0.618,0,0.57,0.516,0.582
"21",21,0,0.658,0.694,0,0.64,0.578,0.658
"22",22,0,0.624,0.65,0,0.6,0.542,0.624
"23",23,0,0.638,0.676,0,0.624,0.57,0.636
"24",24,0,0.634,0.666,0,0.63,0.56,0.634
"25",25,0,0.614,0.654,0,0.602,0.562,0.614
"26",26,0,0.62,0.654,0,0.598,0.554,0.62
"27",27,0,0.658,0.678,0,0.646,0.578,0.658
"28",28,0,0.616,0.662,0,0.608,0.564,0.616
"29",29,0,0.62,0.636,0,0.61,0.546,0.62
"30",30,0,0.636,0.658,0,0.628,0.57,0.636
"31",31,0,0.646,0.65,0,0.632,0.554,0.644
"32",32,0,0.632,0.678,0,0.626,0.572,0.632
"33",33,0,0.598,0.636,0,0.584,0.504,0.598
"34",34,0,0.62,0.652,0,0.62,0.564,0.62
"35",35,0,0.63,0.662,0,0.624,0.566,0.63
"36",36,0,0.648,0.696,0,0.626,0.588,0.648
"37",37,0,0.626,0.678,0,0.62,0.572,0.626
"38",38,0,0.64,0.656,0,0.63,0.552,0.64
"39",39,0,0.646,0.686,0,0.638,0.574,0.646
"40",40,0,0.628,0.672,0,0.62,0.566,0.628
"41",41,0,0.638,0.676,0,0.614,0.56,0.638
"42",42,0,0.66,0.676,0,0.642,0.602,0.66
"43",43,0,0.624,0.66,0,0.608,0.548,0.624
"44",44,0,0.59,0.642,0,0.584,0.538,0.59
"45",45,0,0.636,0.676,0,0.628,0.588,0.638
"46",46,0,0.652,0.698,0,0.638,0.558,0.652
"47",47,0,0.59,0.636,0,0.576,0.48,0.59
"48",48,0,0.626,0.648,0,0.614,0.56,0.624
"49",49,0,0.626,0.658,0,0.606,0.55,0.626
"50",50,0,0.624,0.64,0,0.618,0.55,0.624
