"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.100817438692098
"2",2,0,0,0,0,0,0,0,0.1
"3",3,0,0,0,0,0,0,0,0.0983606557377049
"4",4,0,0,0,0,0,0,0,0.108635097493036
"5",5,0,0,0,0,0,0,0,0.116710875331565
"6",6,0,0,0,0,0,0,0,0.10455764075067
"7",7,0,0,0,0,0,0,0,0.0666666666666667
"8",8,0,0,0,0,0,0,0,0.109919571045576
"9",9,0,0,0,0,0,0,0,0.121212121212121
"10",10,0,0,0,0,0,0,0,0.0847457627118644
"11",11,0,0,0,0,0,0,0,0.110215053763441
"12",12,0,0,0,0,0,0,0,0.113756613756614
"13",13,0,0,0,0,0,0,0,0.0934844192634561
"14",14,0,0,0,0,0,0,0,0.0888252148997135
"15",15,0,0,0,0,0,0,0,0.106442577030812
"16",16,0,0,0,0,0,0,0,0.0765027322404372
"17",17,0,0,0,0,0,0,0,0.0853333333333333
"18",18,0,0,0,0,0,0,0,0.0916666666666667
"19",19,0,0,0,0,0,0,0,0.1
"20",20,0,0,0,0,0,0,0,0.0911602209944751
"21",21,0,0,0,0,0,0,0,0.110215053763441
"22",22,0,0,0,0,0,0,0,0.0911602209944751
"23",23,0,0,0,0,0,0,0,0.115281501340483
"24",24,0,0,0,0,0,0,0,0.0798898071625344
"25",25,0,0,0,0,0,0,0,0.0994475138121547
"26",26,0,0,0,0,0,0,0,0.0984455958549223
"27",27,0,0,0,0,0,0,0,0.0984455958549223
"28",28,0,0,0,0,0,0,0,0.0847457627118644
"29",29,0,0,0,0,0,0,0,0.0765027322404372
"30",30,0,0,0,0,0,0,0,0.0835509138381201
"31",31,0,0,0,0,0,0,0,0.0982658959537572
"32",32,0,0,0,0,0,0,0,0.0989010989010989
"33",33,0,0,0,0,0,0,0,0.11436170212766
"34",34,0,0,0,0,0,0,0,0.0935828877005348
"35",35,0,0,0,0,0,0,0,0.110481586402266
"36",36,0,0,0,0,0,0,0,0.107142857142857
"37",37,0,0,0,0,0,0,0,0.12853470437018
"38",38,0,0,0,0,0,0,0,0.118733509234828
"39",39,0,0,0,0,0,0,0,0.142487046632124
"40",40,0,0,0,0,0,0,0,0.0940860215053763
"41",41,0,0,0,0,0,0,0,0.0865921787709497
"42",42,0,0,0,0,0,0,0,0.0918918918918919
"43",43,0,0,0,0,0,0,0,0.096
"44",44,0,0,0,0,0,0,0,0.0743801652892562
"45",45,0,0,0,0,0,0,0,0.115183246073298
"46",46,0,0,0,0,0,0,0,0.109289617486339
"47",47,0,0,0,0,0,0,0,0.093841642228739
"48",48,0,0,0,0,0,0,0,0.0949720670391061
"49",49,0,0,0,0,0,0,0,0.0918635170603675
"50",50,0,0,0,0,0,0,0,0.101063829787234
