"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.66
"2",2,0,0,0,0,0,0,0,0,0.616
"3",3,0,0,0,0,0,0,0,0,0.708
"4",4,0,0,0,0,0,0,0,0,0.648
"5",5,0,0,0,0,0,0,0,0,0.664
"6",6,0,0,0,0,0,0,0,0,0.65
"7",7,0,0,0,0,0,0,0,0,0.682
"8",8,0,0,0,0,0,0,0,0,0.698
"9",9,0,0,0,0,0,0,0,0,0.616
"10",10,0,0,0,0,0,0,0,0,0.642
"11",11,0,0,0,0,0,0,0,0,0.672
"12",12,0,0,0,0,0,0,0,0,0.682
"13",13,0,0,0,0,0,0,0,0,0.652
"14",14,0,0,0,0,0,0,0,0,0.65
"15",15,0,0,0,0,0,0,0,0,0.684
"16",16,0,0,0,0,0,0,0,0,0.646
"17",17,0,0,0,0,0,0,0,0,0.64
"18",18,0,0,0,0,0,0,0,0,0.69
"19",19,0,0,0,0,0,0,0,0,0.674
"20",20,0,0,0,0,0,0,0,0,0.704
"21",21,0,0,0,0,0,0,0,0,0.688
"22",22,0,0,0,0,0,0,0,0,0.668
"23",23,0,0,0,0,0,0,0,0,0.656
"24",24,0,0,0,0,0,0,0,0,0.662
"25",25,0,0,0,0,0,0,0,0,0.646
"26",26,0,0,0,0,0,0,0,0,0.652
"27",27,0,0,0,0,0,0,0,0,0.682
"28",28,0,0,0,0,0,0,0,0,0.68
"29",29,0,0,0,0,0,0,0,0,0.666
"30",30,0,0,0,0,0,0,0,0,0.66
"31",31,0,0,0,0,0,0,0,0,0.654
"32",32,0,0,0,0,0,0,0,0,0.648
"33",33,0,0,0,0,0,0,0,0,0.69
"34",34,0,0,0,0,0,0,0,0,0.646
"35",35,0,0,0,0,0,0,0,0,0.672
"36",36,0,0,0,0,0,0,0,0,0.666
"37",37,0,0,0,0,0,0,0,0,0.666
"38",38,0,0,0,0,0,0,0,0,0.65
"39",39,0,0,0,0,0,0,0,0,0.68
"40",40,0,0,0,0,0,0,0,0,0.644
"41",41,0,0,0,0,0,0,0,0,0.672
"42",42,0,0,0,0,0,0,0,0,0.664
"43",43,0,0,0,0,0,0,0,0,0.668
"44",44,0,0,0,0,0,0,0,0,0.652
"45",45,0,0,0,0,0,0,0,0,0.622
"46",46,0,0,0,0,0,0,0,0,0.688
"47",47,0,0,0,0,0,0,0,0,0.646
"48",48,0,0,0,0,0,0,0,0,0.656
"49",49,0,0,0,0,0,0,0,0,0.626
"50",50,0,0,0,0,0,0,0,0,0.65
