"","Algorithm","Power","FDR"
"1","1D_NPMLE",0.62836,0.0867370780302672
"2","2D_NPMLE",0.66088,0.089244200277968
"3","Welch",0.61644,0.0721718939260888
"4","B_F",0.55904,0.0285968630997
"5","Pooled_t",0.62848,0.0872134380056117
