"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE"
"1",1,0,0,0,0,0,0,0,0.644
"2",2,0,0,0,0,0,0,0,0.7
"3",3,0,0,0,0,0,0,0,0.646
"4",4,0,0,0,0,0,0,0,0.664
"5",5,0,0,0,0,0,0,0,0.686
"6",6,0,0,0,0,0,0,0,0.692
"7",7,0,0,0,0,0,0,0,0.654
"8",8,0,0,0,0,0,0,0,0.676
"9",9,0,0,0,0,0,0,0,0.71
"10",10,0,0,0,0,0,0,0,0.692
"11",11,0,0,0,0,0,0,0,0.67
"12",12,0,0,0,0,0,0,0,0.684
"13",13,0,0,0,0,0,0,0,0.696
"14",14,0,0,0,0,0,0,0,0.678
"15",15,0,0,0,0,0,0,0,0.638
"16",16,0,0,0,0,0,0,0,0.658
"17",17,0,0,0,0,0,0,0,0.682
"18",18,0,0,0,0,0,0,0,0.658
"19",19,0,0,0,0,0,0,0,0.65
"20",20,0,0,0,0,0,0,0,0.686
"21",21,0,0,0,0,0,0,0,0.676
"22",22,0,0,0,0,0,0,0,0.686
"23",23,0,0,0,0,0,0,0,0.63
"24",24,0,0,0,0,0,0,0,0.652
"25",25,0,0,0,0,0,0,0,0.696
"26",26,0,0,0,0,0,0,0,0.618
"27",27,0,0,0,0,0,0,0,0.682
"28",28,0,0,0,0,0,0,0,0.64
"29",29,0,0,0,0,0,0,0,0.668
"30",30,0,0,0,0,0,0,0,0.682
"31",31,0,0,0,0,0,0,0,0.642
"32",32,0,0,0,0,0,0,0,0.64
"33",33,0,0,0,0,0,0,0,0.682
"34",34,0,0,0,0,0,0,0,0.666
"35",35,0,0,0,0,0,0,0,0.66
"36",36,0,0,0,0,0,0,0,0.656
"37",37,0,0,0,0,0,0,0,0.674
"38",38,0,0,0,0,0,0,0,0.626
"39",39,0,0,0,0,0,0,0,0.678
"40",40,0,0,0,0,0,0,0,0.648
"41",41,0,0,0,0,0,0,0,0.628
"42",42,0,0,0,0,0,0,0,0.656
"43",43,0,0,0,0,0,0,0,0.69
"44",44,0,0,0,0,0,0,0,0
"45",45,0,0,0,0,0,0,0,0.638
"46",46,0,0,0,0,0,0,0,0.694
"47",47,0,0,0,0,0,0,0,0.648
"48",48,0,0,0,0,0,0,0,0.626
"49",49,0,0,0,0,0,0,0,0.65
"50",50,0,0,0,0,0,0,0,0.628
