"","Round..FDP.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.26078431372549
"2",2,0,0,0,0,0,0,0,0,0.237362637362637
"3",3,0,0,0,0,0,0,0,0,0.297455968688845
"4",4,0,0,0,0,0,0,0,0,0.277551020408163
"5",5,0,0,0,0,0,0,0,0,0.301619433198381
"6",6,0,0,0,0,0,0,0,0,0.296442687747036
"7",7,0,0,0,0,0,0,0,0,0.282474226804124
"8",8,0,0,0,0,0,0,0,0,0.232905982905983
"9",9,0,0,0,0,0,0,0,0,0.265560165975104
"10",10,0,0,0,0,0,0,0,0,0.284351145038168
"11",11,0,0,0,0,0,0,0,0,0.295719844357977
"12",12,0,0,0,0,0,0,0,0,0.274028629856851
"13",13,0,0,0,0,0,0,0,0,0.254132231404959
"14",14,0,0,0,0,0,0,0,0,0.3125
"15",15,0,0,0,0,0,0,0,0,0.289628180039139
"16",16,0,0,0,0,0,0,0,0,0.28
"17",17,0,0,0,0,0,0,0,0,0.275154004106776
"18",18,0,0,0,0,0,0,0,0,0.260504201680672
"19",19,0,0,0,0,0,0,0,0,0.307543520309478
"20",20,0,0,0,0,0,0,0,0,0.306796116504854
"21",21,0,0,0,0,0,0,0,0,0.290076335877863
"22",22,0,0,0,0,0,0,0,0,0.286324786324786
"23",23,0,0,0,0,0,0,0,0,0.281124497991968
"24",24,0,0,0,0,0,0,0,0,0.246753246753247
"25",25,0,0,0,0,0,0,0,0,0.270440251572327
"26",26,0,0,0,0,0,0,0,0,0.308447937131631
"27",27,0,0,0,0,0,0,0,0,0.282651072124756
"28",28,0,0,0,0,0,0,0,0,0.301158301158301
"29",29,0,0,0,0,0,0,0,0,0.195067264573991
"30",30,0,0,0,0,0,0,0,0,0.297520661157025
"31",31,0,0,0,0,0,0,0,0,0.282732447817837
"32",32,0,0,0,0,0,0,0,0,0.330882352941176
"33",33,0,0,0,0,0,0,0,0,0.276209677419355
"34",34,0,0,0,0,0,0,0,0,0.264940239043825
"35",35,0,0,0,0,0,0,0,0,0.286008230452675
"36",36,0,0,0,0,0,0,0,0,0.257861635220126
"37",37,0,0,0,0,0,0,0,0,0.258964143426295
"38",38,0,0,0,0,0,0,0,0,0.242553191489362
"39",39,0,0,0,0,0,0,0,0,0.25369978858351
"40",40,0,0,0,0,0,0,0,0,0.264478764478765
"41",41,0,0,0,0,0,0,0,0,0.273422562141491
"42",42,0,0,0,0,0,0,0,0,0.28
"43",43,0,0,0,0,0,0,0,0,0.256147540983607
"44",44,0,0,0,0,0,0,0,0,0.299376299376299
"45",45,0,0,0,0,0,0,0,0,0.277327935222672
"46",46,0,0,0,0,0,0,0,0,0.314453125
"47",47,0,0,0,0,0,0,0,0,0.287593984962406
"48",48,0,0,0,0,0,0,0,0,0.284836065573771
"49",49,0,0,0,0,0,0,0,0,0.284836065573771
"50",50,0,0,0,0,0,0,0,0,0.267932489451477
