"","Algorithm","Power","FDR"
"1","1D_MLE",0.45864,0.0884353807464766
"2","1D_NPMLE",0.4584,0.0884644885247025
"3","2D_NPMLE",0.55748,0.0889957616222891
"4","1D_Proj",0.45768,0.0877380503195831
"5","Welch",0.37932,0.0680952511288082
