"","Round..Power.","X1D_MLE","X1D_NPMLE","X2D_NPMLE","X1D_Proj","Welch","B_F","Pooled_t","EV_NPMLE","EV2_NPMLE"
"1",1,0,0,0,0,0,0,0,0,0.574
"2",2,0,0,0,0,0,0,0,0,0.542
"3",3,0,0,0,0,0,0,0,0,0.57
"4",4,0,0,0,0,0,0,0,0,0.6
"5",5,0,0,0,0,0,0,0,0,0.536
"6",6,0,0,0,0,0,0,0,0,0.594
"7",7,0,0,0,0,0,0,0,0,0.558
"8",8,0,0,0,0,0,0,0,0,0.556
"9",9,0,0,0,0,0,0,0,0,0.554
"10",10,0,0,0,0,0,0,0,0,0.538
"11",11,0,0,0,0,0,0,0,0,0.55
"12",12,0,0,0,0,0,0,0,0,0.508
"13",13,0,0,0,0,0,0,0,0,0.568
"14",14,0,0,0,0,0,0,0,0,0.59
"15",15,0,0,0,0,0,0,0,0,0.578
"16",16,0,0,0,0,0,0,0,0,0.538
"17",17,0,0,0,0,0,0,0,0,0.59
"18",18,0,0,0,0,0,0,0,0,0.478
"19",19,0,0,0,0,0,0,0,0,0.586
"20",20,0,0,0,0,0,0,0,0,0.6
"21",21,0,0,0,0,0,0,0,0,0.556
"22",22,0,0,0,0,0,0,0,0,0.574
"23",23,0,0,0,0,0,0,0,0,0.534
"24",24,0,0,0,0,0,0,0,0,0.61
"25",25,0,0,0,0,0,0,0,0,0.59
"26",26,0,0,0,0,0,0,0,0,0.544
"27",27,0,0,0,0,0,0,0,0,0.548
"28",28,0,0,0,0,0,0,0,0,0.558
"29",29,0,0,0,0,0,0,0,0,0.576
"30",30,0,0,0,0,0,0,0,0,0.58
"31",31,0,0,0,0,0,0,0,0,0.588
"32",32,0,0,0,0,0,0,0,0,0.542
"33",33,0,0,0,0,0,0,0,0,0.598
"34",34,0,0,0,0,0,0,0,0,0.57
"35",35,0,0,0,0,0,0,0,0,0.552
"36",36,0,0,0,0,0,0,0,0,0.602
"37",37,0,0,0,0,0,0,0,0,0.56
"38",38,0,0,0,0,0,0,0,0,0.554
"39",39,0,0,0,0,0,0,0,0,0.556
"40",40,0,0,0,0,0,0,0,0,0.582
"41",41,0,0,0,0,0,0,0,0,0.56
"42",42,0,0,0,0,0,0,0,0,0.544
"43",43,0,0,0,0,0,0,0,0,0.594
"44",44,0,0,0,0,0,0,0,0,0.556
"45",45,0,0,0,0,0,0,0,0,0.552
"46",46,0,0,0,0,0,0,0,0,0.57
"47",47,0,0,0,0,0,0,0,0,0.566
"48",48,0,0,0,0,0,0,0,0,0.534
"49",49,0,0,0,0,0,0,0,0,0.562
"50",50,0,0,0,0,0,0,0,0,0.592
